,y_preds,y_uncertainty,response,noise_std_test,sq_error,cummulative_sq_error
1143,-0.25339428,0.4177031,-0.0944408,2.2581010774712302,0.025266208804110412,0.20992317588484494
1396,0.12417338,0.4185522,0.14858668,3.6318737938102847,0.00059600921689,0.20187213101300053
1001,-0.12573391,0.42012003,-1.2742085,5.343390462940135,1.3189938838756685,0.24324701074865487
1276,-0.38728324,0.42104092,-0.1202689,4.280285853512019,0.07129665776563558,0.23710592671354708
1089,0.053853393,0.42233175,-0.0388007,5.897672076532214,0.008584780949652648,0.22922588720444725
611,0.2722254,0.42257673,0.29281503,0.6571074723732001,0.00042393286353689875,0.22159915539308359
911,-0.022919796,0.42277035,-0.21942915,6.820262564895971,0.03861592620949732,0.21569647058070984
295,-0.2577229,0.42307803,-0.38855025,1.023204658251891,0.017115795508022502,0.20949082448468836
695,-0.63103116,0.42382517,-0.92379934,4.4157130819509565,0.08571320722051236,0.20573998759789514
1177,0.27598074,0.42397353,-0.15757005,5.361122963330351,0.18796628750962407,0.205217231712946
710,-0.05785181,0.42499346,0.043207046,4.2268654448333125,0.010212892376028737,0.19964567916046266
1389,-0.16734639,0.42591032,-0.47393048,5.603251613616981,0.09399380424112809,0.19671090485714782
496,-0.012439547,0.42618147,0.2033079,8.771856221775234,0.04654696088701781,0.19265241988498216
232,-0.080913186,0.42618147,-1.5108666,7.826499635036643,2.044766766210255,0.24139227110406827
21,-0.08216328,0.42675635,-0.05919444,5.877296562261288,0.0005275676109456002,0.23521625306578306
788,0.18331537,0.42720097,-0.1349663,1.9559262492622944,0.10130322145798891,0.2318684272755882
344,-0.098855555,0.4279903,-0.16675663,0.5534308867936092,0.004610555986155624,0.22632555236608987
1351,-0.29935884,0.4280371,-0.52427185,1.1566732419285146,0.05058586206726009,0.22214127402564154
843,-0.24864778,0.4282025,-0.11805177,3.6215092916750216,0.017055317827920104,0.21737183318383405
1480,-0.24938983,0.42843238,-0.3259749,3.4668245713118644,0.005865272946904901,0.21256486590572202
957,-0.17064324,0.42863882,-0.4445634,6.016699255904288,0.07503225405442558,0.20950858564235986
728,0.22956145,0.42887774,0.02961775,2.009928312866411,0.03997748316969,0.20582312689295398
715,-0.317143,0.42962858,-0.32987878,4.185506652159791,0.00016220009220839935,0.20144736249293815
1259,0.23887601,0.42989382,0.20798816,2.1704728788771344,0.0009540592776224997,0.1972704186759524
844,0.4088272,0.43044478,0.25351158,0.1817463193490476,0.024122941815984397,0.19373679669921834
250,0.093043946,0.43154687,0.5234742,6.764103983541939,0.18527020355850451,0.19356746483640408
177,-0.10540137,0.43162718,0.18857095,3.317098877726891,0.08641972492618237,0.19146652875973305
482,0.37547708,0.43310815,0.4070414,3.548077236126409,0.0009963062970623987,0.18780363986622017
1055,0.2780486,0.4334701,0.39932874,3.2086032958941053,0.01470887235841961,0.184537700856639
1074,-0.18188071,0.4335637,-0.18800373,2.7512239230734554,3.7491373920400086e-05,0.18112103031066273
213,0.27262565,0.43496946,0.38732916,0.4971576890734829,0.013156895206320102,0.17806713694512924
547,0.14628026,0.43527508,0.20713523,1.8770631317315984,0.003703327373700901,0.1749534974884966
281,0.51367015,0.43626413,0.19742323,3.497166275203221,0.10001211440948643,0.1736387363818473
1402,-0.18322378,0.43681747,-0.34296095,2.254038282645106,0.025515963479608893,0.17108489546973973
1332,0.05964618,0.4383905,-0.11043804,4.407322897924089,0.0289286418930084,0.16867546744301548
349,0.1658183,0.4390921,0.45621124,5.9480634951806906,0.08432805960184363,0.16726967731232928
811,-0.24203792,0.439369,-0.09960625,3.9328032068867422,0.020286780618988903,0.16486012162883187
348,0.14942402,0.4398796,-0.39829138,2.9083686749981617,0.29999215939715995,0.16703967062509523
1208,-0.16296077,0.4406973,-0.6253254,5.251795179454782,0.21378105107503695,0.16778159729890382
1301,-0.3033702,0.44202915,0.08569802,9.892844322215607,0.15137407981396836,0.1675252298382017
222,0.30219272,0.44268596,0.31710258,5.729904781100927,0.0002223039252195999,0.16495133867030967
328,0.28342044,0.4431938,0.35327068,5.734142936433772,0.004879056028057601,0.16252600105451798
806,-0.098105974,0.44339344,0.4170794,6.120011502823185,0.2654159695835199,0.16406167222659263
120,0.25012204,0.4446203,0.7770279,2.842169160558344,0.27762978530233967,0.1657317915365301
470,0.214124,0.44541952,-0.3400776,4.626872802257778,0.30713941344255996,0.16778117736125517
838,0.18596125,0.44561586,-0.083758734,4.501459834357835,0.07274886976896024,0.16642357296707952
1359,-0.197449,0.4459517,0.557332,4.544686204206192,0.5696943579610001,0.17210344317826148
1371,0.27969727,0.4470642,0.23378062,2.9775008278464075,0.0021083387472225004,0.1697424000611637
770,0.4800649,0.44711286,1.6198667,5.825202512823077,1.2991481432832397,0.18521371161215106
525,0.399333,0.4476264,0.13334373,5.874872870612881,0.0707502917551329,0.18366690864111027
967,-0.049544685,0.44852963,-0.2794008,8.560251217696832,0.052833833602893225,0.18192246764060072
1238,0.09218443,0.44853953,-0.60661316,12.818871396481422,0.4883180717898081,0.18595398874782712
456,-0.20593166,0.44889045,0.16341409,9.19185603890388,0.13641628304306253,0.1853106419204925
414,0.08236075,0.4491074,-0.21591167,3.945365673622291,0.08896643653265639,0.18407545980013565
1096,0.2514279,0.44956094,-0.098738775,2.452082795761349,0.12261670028055562,0.18329750081887514
1146,0.29976505,0.44965833,-0.033088967,2.057842706931992,0.11079179663303626,0.18239117951655215
484,0.55296093,0.44966325,-0.16865768,7.630370955009988,0.5207334182983322,0.18656824419287044
1344,-0.29206684,0.45000133,-0.7313065,3.756012124324042,0.1929314789169156,0.18664584461633438
724,-0.43426555,0.450183,-0.74540013,3.623386296903647,0.09680472687177644,0.18556342151097827
903,0.38179758,0.45031434,0.7487014,4.473400398598489,0.13461841313059236,0.18495693331597365
144,0.041051887,0.4503433,-0.06022604,4.859849589427695,0.01025721849741733,0.1829016425534024
674,0.009885356,0.45122203,0.21527715,7.39811408782235,0.04218578904253843,0.18126541169862492
1393,0.090897426,0.45173678,0.15924416,1.932792114412984,0.004671276048466755,0.17923559404747366
1483,-0.052465357,0.45204917,-0.16073437,10.64195045745216,0.011722179175994168,0.1773320325148432
431,-0.00752775,0.45297772,0.23683351,5.911289208818102,0.0597124253887876,0.17601046389544933
926,-0.0037008356,0.45349136,0.08467503,6.844210584548456,0.0078102936205492616,0.17414157311461712
454,-0.059569694,0.45354936,-0.045995396,3.0799461159425734,0.00018426156619280395,0.17222995430639268
1051,-0.5411043,0.4536452,-0.43009722,2.935726766297875,0.012322571810126396,0.17049183058360717
1164,0.14527953,0.45438913,0.083095245,4.107853637786417,0.003866885300961224,0.16870016450529915
1305,-0.1556139,0.45501176,-0.042077877,4.8730486365432135,0.012890428518656528,0.16704261412246252
660,0.2879173,0.4554622,0.45636624,5.125339734474444,0.0283750453871236,0.1655829555041958
1487,0.089147724,0.45561096,0.44206288,1.7423360789775342,0.12454910733450435,0.1651555195857615
1494,0.1424723,0.455697,-0.22324194,3.5861466599959,0.1337469053387776,0.16483171943888536
1286,-0.39961502,0.45649132,-0.7569851,2.2281906917672734,0.12771337407920638,0.1644529608127662
242,0.59731454,0.45661518,0.30203226,4.034604773256719,0.08719162488199837,0.16367254327811198
411,0.0712099,0.45682406,-0.07579452,0.6683285002366741,0.021610299499536408,0.16225192084032622
406,-0.02099562,0.4578895,-0.013849467,4.449029885873752,5.1067502699408986e-05,0.1606459717973794
764,-0.44080794,0.4589758,-0.88844585,8.646974680549109,0.2003796984691681,0.16103551813729888
1203,-0.5374027,0.4598829,-0.7165748,2.6069154637632117,0.03210264141840998,0.15978374263517375
1133,-0.5565502,0.46016338,-0.47570315,5.593905254587925,0.006536245493702496,0.15831020900881343
1302,0.6254441,0.4603086,0.4670258,1.6715894169007155,0.025096357774889985,0.15704150566372843
237,-0.3539573,0.46034542,-0.5917176,8.108788571794898,0.056529960256089994,0.15609328353724128
1252,-0.30512807,0.4610619,-0.36060768,2.271729913149146,0.0030779871257521014,0.15466323403806848
487,0.15063074,0.46128616,-0.15076157,1.5224257148418316,0.0908373245271361,0.15407225339444874
696,0.032319568,0.46162543,-0.012730842,3.453180933046375,0.0020295394411681,0.1526773661104737
1061,0.30500516,0.46164018,0.31672153,4.251686719172056,0.00013727332597689943,0.15129063799425096
836,-0.43777207,0.46177638,-0.65582913,2.1706496623572926,0.04754888141584359,0.15035602757462568
1097,-0.12226781,0.46230292,-0.93644106,8.507816942919844,0.6628780810155627,0.15493211733749118
1354,-0.2482186,0.46236926,0.07174213,2.4670576382699183,0.10237486874213292,0.154467008942842
1215,0.14034829,0.46272308,1.2439721,10.13674761954942,1.217985513998916,0.16379611863631632
1325,0.1398091,0.46324176,0.046939198,2.200746577704453,0.008624818697489602,0.16244680298467437
910,0.2008616,0.46345198,-0.35043293,4.899351162202676,0.30392565880792083,0.16366644829349544
932,-0.25381225,0.46386552,-0.5316852,1.9564167381939677,0.07721337634170247,0.16292753314860833
582,0.471787,0.46448418,0.51632446,1.0782778042296748,0.0019835853432515977,0.16156360138754597
1036,0.45326722,0.46455657,0.18255837,7.746968872233827,0.0732832814683225,0.16082174995965334
199,0.30462718,0.46461555,0.03452859,3.8589467157854473,0.07295324831998812,0.16008951244598946
867,0.25394645,0.46512336,0.30106905,3.000343354799059,0.0022205394307600016,0.15878481018966525
401,-0.51032305,0.46546784,-1.2594382,4.266130419093141,0.5611735079595225,0.16208307820417228
777,0.21049583,0.46602476,0.7066658,2.7472375608124726,0.2461846391298009,0.16276683073202292
657,0.1660704,0.46647522,0.108740784,2.979739359234436,0.0032866848707074577,0.16148070052346394
948,0.4658821,0.46652314,0.15003644,4.591283612349537,0.09975848094083561,0.1609869227668029
186,-0.011008065,0.46667698,1.4913689,18.637490139000445,2.2571365449626115,0.17762303087946807
858,0.19277245,0.4668147,0.008129268,2.977318665203053,0.03409310465908513,0.17649287398009497
5,0.2943986,0.46772334,-0.71845204,9.331567456084768,1.0258664189484095,0.18312860480015994
847,-0.42223474,0.4678937,-0.8091473,5.526933976405357,0.14970132908575362,0.18286947863183123
142,-0.37054607,0.46828896,-0.31430724,1.806192421306692,0.003162805999768902,0.18148711961158456
1175,0.20933664,0.46865493,-0.17597046,3.945472361551348,0.14846156131041002,0.1812350161131023
680,0.22882816,0.46872488,0.6001431,4.723617799567353,0.13787478466720363,0.18090652951123945
1340,-0.1469728,0.46895763,0.06429875,8.928355619065158,0.04463566783940249,0.1798819365663384
160,0.10031407,0.46904635,-0.89854527,5.910243790867934,0.9977199811052355,0.18598520555543466
1365,0.52558583,0.46943825,-0.4271243,11.441163293743733,0.907656591804617,0.19133091952765083
1353,0.6529004,0.4702157,0.99207515,1.0627342442673198,0.11503951103756248,0.1907699532887531
561,0.08009859,0.47036904,0.09620849,4.092246560196299,0.0002595288780099999,0.18937936624925863
1105,-0.57699805,0.47087616,-0.5685413,2.69266587671166,7.151662056250021e-05,0.18800757023745648
504,-0.22826925,0.47105435,0.16358274,2.56969733441803,0.15354798206696013,0.18775965953119392
1424,0.12609443,0.47171706,0.18274485,1.0026674698735574,0.003209270086176398,0.1864414424637295
1069,0.97244126,0.47244775,0.6730484,9.400586075878335,0.0896360846189796,0.18575487964213555
766,0.12112609,0.47252038,-0.60953575,3.6165963199367055,0.5338667244321856,0.18820637150685424
1347,0.5552161,0.47286347,0.5898611,4.639644634328974,0.0012002760250000026,0.18689863657341468
600,0.15786251,0.47322816,-0.41073066,9.570417666925785,0.3232981929706489,0.18784585571506215
96,-0.09622096,0.473462,0.24251802,4.772178767080011,0.11474409657144041,0.1873417056520027
288,0.07972653,0.47353667,0.8205094,7.642491399743414,0.548759260485437,0.18981716835634127
214,-0.27677962,0.4745287,-0.1475785,3.709172168001629,0.0166929294092544,0.1886394524451366
701,-0.25036484,0.4753325,-0.37385476,1.6350467968875122,0.015249760341606407,0.1874679004714641
254,0.46547544,0.47559682,0.29999772,2.100454554768899,0.027382875816398398,0.18639350433283952
194,0.5170325,0.47581586,0.2753631,5.302693019767386,0.05840409889635999,0.18554024162992966
1100,0.3938876,0.47617537,0.4465163,2.1496226665787472,0.002769780063689997,0.18432984122220622
677,-0.14686808,0.4764135,-0.35538182,2.8157786840373915,0.0434779797687876,0.18340318423896007
1144,-0.11070033,0.47653574,1.2117676,10.262654146493173,1.7489214258784849,0.19363532960915303
6,-0.36051118,0.47661972,-1.0330105,7.653081141606881,0.4522553354004624,0.1953146802961096
1073,0.14536074,0.47672558,-0.05846475,5.094228472884602,0.0415448303737401,0.19432261674822335
1309,0.14733309,0.47698855,0.9288101,6.169473718323163,0.61070631715854,0.19699174303290487
624,0.26748624,0.4774065,0.72789055,5.448434721834566,0.21197212866657614,0.19708715950190916
797,-0.0642205,0.47740957,0.9967824,11.317925164219998,1.1257271538084097,0.20296462782030475
1324,0.30078492,0.47753936,0.14638643,2.1018399727834858,0.0238388937142801,0.20183805087624168
240,-0.42351794,0.4775501,-0.9063449,5.538383511275828,0.23312187330284162,0.20203357476640793
779,-0.09382352,0.47772798,0.1669987,2.783149263401937,0.0680282304457284,0.20120124343522358
1395,0.53021044,0.4787703,-0.6680154,11.21662160687661,1.4357451636437057,0.208821884917992
831,-0.32492685,0.47877482,-0.446067,2.667250733975652,0.0146749359420225,0.20763079934145234
976,-0.124527015,0.47882986,-1.3938509,7.164235534408164,1.611183125031493,0.21618904522980625
765,-0.83412594,0.47889388,-2.34832,12.603045545328689,2.2927836513392847,0.2287744670850152
1009,-0.048360914,0.4790627,0.95759076,7.760129373147373,1.0119387704234024,0.23349232433404166
180,0.42809367,0.4792462,0.69956774,4.159910883915903,0.07369817068236491,0.23253547311457054
113,-0.019466836,0.47929794,0.1379573,1.6766419988886243,0.024782358595346495,0.23129884743290846
532,0.6288796,0.48033437,0.6296419,3.704508622098592,5.811012899999901e-07,0.22993021863804683
1418,0.33131543,0.4803546,0.20553094,2.4198223864740256,0.015821737924560108,0.22867075698679104
321,-0.43551162,0.48042336,-0.5435726,1.133319248389762,0.011677175398560394,0.22740178867340957
196,-0.2782457,0.48068795,-0.1021962,6.187194772380834,0.03099342645024999,0.22625987959071678
1405,0.037079938,0.4813778,-0.62956524,5.074984901198431,0.4444157933506517,0.22752089643325976
263,0.23467386,0.48162547,0.16455531,3.0302271024513034,0.0049166110541025,0.2262415614598163
1076,-0.13866128,0.4823123,0.100737154,4.499132408424541,0.057311610201652353,0.22527624745262678
854,-0.16281825,0.48266375,-0.08893426,3.419738703628941,0.005458843978320099,0.2240272849328864
999,0.80109173,0.48387575,-0.6476026,9.122193849018895,2.0987152617741485,0.2346187424291647
388,0.14653477,0.4844459,0.036952075,3.032446099970634,0.012008367043463027,0.23336812234272816
183,0.14246121,0.4846643,-1.329316,9.99770350294211,2.1661281558753838,0.2441656644295028
979,0.26321653,0.4851573,0.28110376,1.6689357583083382,0.00031995299707289915,0.24281096603265595
1202,-0.011292223,0.48527977,-0.2057997,2.2753062050013586,0.037833158608905536,0.2416784919584916
93,0.6129109,0.48577595,0.364604,6.293077355735671,0.061656316587610026,0.24068935912678344
111,-0.7243646,0.48647156,0.011679626,10.065194165920976,0.5417611026279392,0.24233455991094274
1474,0.24574646,0.4865248,0.1956637,2.011654338318168,0.0025082828492176005,0.24103115623125948
40,-0.28404626,0.48686245,-0.51888955,3.61013520031692,0.055151370858024115,0.24002640063464742
1237,-0.16536132,0.48690367,-0.020648148,4.120518998989194,0.020941902150301586,0.2388485269868821
874,0.081652604,0.48708698,0.36084607,3.008262590856757,0.07794899145709315,0.23798810166319337
841,-0.09853413,0.48874158,0.31765258,2.598419084300644,0.1732113775806241,0.23764354462020096
1408,0.03640657,0.48878866,-0.59659386,4.960895960803988,0.40068954438018495,0.2385062218676083
1176,0.47198477,0.48908475,0.807094,1.6010994348203813,0.11229819603119288,0.2378419691000482
1245,0.25889322,0.48922473,-0.03476795,2.9544405194372896,0.08623688276576888,0.23704822519253888
1471,-0.10474717,0.48938105,-0.43648303,3.710094382888684,0.1100486808099396,0.23638676923221283
823,0.04145307,0.4900513,-0.3907365,3.4172476158291016,0.18678782441678488,0.23612977988083755
9,0.3740522,0.49025694,0.89383,3.119702565058762,0.27016896137283997,0.23630523957924993
622,0.18334404,0.49029717,0.693313,8.236250547290977,0.2600683401634815,0.23642710163352804
123,0.9932297,0.49063307,1.0742211,7.437258053037864,0.006559606873959989,0.23525430829291796
251,0.20391351,0.49129808,0.3743676,6.262961464789969,0.02905459679772811,0.23420760924979517
1243,-0.15365228,0.49138537,0.24010187,8.22569027786541,0.15504233064222253,0.233807784610363
27,0.034115672,0.49186647,-0.46361807,6.7609781693341775,0.24773887792532254,0.233877790104408
1387,0.26712796,0.49196354,-0.37289336,4.934800861670563,0.4096272900545424,0.2347565376041587
129,-0.16738844,0.49248096,-0.18451256,1.61841059189759,0.00029323548577439974,0.23359005351401751
1054,-0.27555785,0.49250537,-1.2076274,5.537529182316507,0.8687536460372025,0.23673442773442932
1428,-0.37415555,0.4925448,-0.7775831,1.7226869276635053,0.16275378809900248,0.23636999108597895
287,-0.71186167,0.49266627,-0.58026147,1.3379598133867328,0.017318612640040015,0.23529620981908708
1062,-0.031258672,0.49316794,-0.083790384,3.420403822718906,0.0027595807656509434,0.2341618847993142
1085,-0.18570378,0.4932087,-0.31961507,8.451257890871995,0.017932233589464098,0.23311222629829553
780,0.02841086,0.49374267,-0.15633604,7.856397794184566,0.03413141705961001,0.23215096635028257
1374,-0.014366003,0.4937711,0.46212322,7.154387345817853,0.22704197963514375,0.2321264039141521
694,-0.09424845,0.49429816,1.354833,7.829559871686735,2.0998370487341025,0.2410628184826686
18,-0.1384174,0.49438742,0.36292356,2.634323402540652,0.25134275817372154,0.2411117705764355
1489,-0.531972,0.49461338,-0.6197181,2.7697712845221103,0.007699378065210008,0.2400055507067141
420,0.11537073,0.4947348,-0.10503957,3.9168241135638215,0.04858070034609,0.23910260329935265
996,0.15719756,0.4948859,-0.19409548,1.9278828194390167,0.12340679995244157,0.23855943051368642
28,-0.08092176,0.49533483,0.706069,8.11655074576974,0.6193544563253774,0.24033884652215223
1449,-0.10031996,0.49533683,-0.049196996,3.297130302196852,0.002613557448145296,0.23923314750320337
617,0.22169325,0.49572617,-0.41217408,6.911411975170723,0.40178779204132886,0.23998571530199098
554,-0.087598205,0.4963565,-0.36417934,0.5497397620764392,0.07649712423788825,0.23923231165653427
828,0.36437878,0.4968017,0.3580445,5.555358254408397,4.012310311840032e-05,0.23813509978243605
676,-0.12853897,0.49716914,-0.2627777,1.7233794329939904,0.0180200366320129,0.237130008169877
426,-0.2815471,0.4974475,-1.4067415,8.486143005776754,1.26606243779136,0.24180697375906557
635,-0.30203718,0.4976667,0.24806006,5.517270768402264,0.30260697345561766,0.24208208687986446
164,0.08149724,0.49770215,0.30584,3.1201463361564783,0.0503296739644176,0.24121833727213723
1452,0.31830576,0.4978748,0.13893136,3.9001494178224254,0.03217517537535999,0.24028092399008888
1142,0.038029708,0.49794668,-0.24391274,5.381561437060235,0.07949154398423271,0.2395631142579199
889,-0.11989079,0.49839056,0.31913942,5.278554332764935,0.19274752529264408,0.23935504497362978
937,0.10194487,0.4985006,-0.4540702,2.4915022280953147,0.30915275806710485,0.2396638844120965
840,-0.31648484,0.49871287,-1.0098354,8.578505541835451,0.4807349990523137,0.24072587170126045
1033,-0.35179564,0.49876004,-0.7035301,2.6742364395307394,0.12371713035149162,0.24021267546727026
505,-0.35497943,0.49946165,-0.018478869,3.204746130977626,0.1132326275533147,0.23965817744144513
1430,0.45217928,0.49972823,0.31910786,6.621647537340739,0.017708002820816398,0.238693176682225
445,0.51345974,0.50013065,-0.29659605,9.591170898585847,0.6561903829125242,0.2405005238953432
1198,0.3503127,0.5006197,0.28529266,0.9348137848210384,0.0042276056016016,0.23948210614407706
155,-0.069702566,0.502784,-0.055604648,1.4051076697200862,0.00019875129193472384,0.23845513895587045
69,0.014268808,0.5031376,-0.1819897,2.2975203859273714,0.038517401962386066,0.237600704182394
494,-0.11717386,0.5031779,0.17279004,0.8809662581914064,0.08407906330321,0.2369474206041847
1056,0.24268499,0.5033458,-0.17007627,2.868664421135588,0.17037185775678762,0.23666532076161098
1413,0.5414028,0.5034403,0.40232056,1.4270460468702415,0.01934386948341759,0.23574835261275784
1321,-0.3926126,0.50352854,-0.09372246,3.928752934926597,0.08933531578921958,0.23513317178576817
545,0.3833023,0.5042056,1.4758373,8.046174805564126,1.1936327262250002,0.2391436301725432
767,0.21319911,0.5042377,0.47237125,1.9908820234539004,0.0671701981521796,0.23842707420579165
1126,-0.079476126,0.5049111,-0.7047527,3.11095707586585,0.3909707939931775,0.23906003569868536
60,-0.23562935,0.50508857,-0.5558756,9.764955182343902,0.10255766063906255,0.23849597629761257
1432,0.4363071,0.5055095,0.2994219,2.80261296996432,0.018737557979039997,0.23759162066667192
421,0.51988006,0.50597656,-1.163405,7.670192091480929,2.8334485932192037,0.2482303787509036
637,-0.3200208,0.5060748,-0.7123671,2.5527935614843607,0.15393561912369003,0.24784550218099663
447,-0.15062645,0.50616413,0.49938872,8.761646970585154,0.4225197212301289,0.24855555998200937
538,0.5537812,0.5061977,1.359101,8.82063897550375,0.6485399802720399,0.2501749301046411
863,-0.15948558,0.5063296,0.33438072,8.25141906662815,0.24390392227569,0.2501496437827501
497,0.21354216,0.5066131,0.11141142,7.456178052610829,0.010430688052947602,0.2491869170529116
908,-0.26332882,0.5072095,-0.2983386,6.512472942595717,0.0012256846956483992,0.24819507212348252
846,-0.19294521,0.5073286,-0.119507745,2.226993801848196,0.005393061265626226,0.24722773343480584
1214,-0.19499728,0.5079456,-0.37104055,5.956596879127326,0.030991232912292912,0.24636965208352601
35,-0.023274772,0.50821745,0.22077306,3.901977275233632,0.05955934430390022,0.24563127142036542
527,-0.45528543,0.50828683,-0.37780124,1.5608053512168047,0.0060037996999561015,0.24468785617737168
419,-0.16392389,0.5082968,-1.8499279,6.642318509601372,2.84260952173608,0.25487578427760194
1128,-0.21733427,0.5084416,0.1901996,5.756372651925384,0.16608385519717686,0.2545289408046315
37,-0.29252645,0.5086768,-0.5270069,6.474347408979719,0.054981081432202476,0.2537524899899528
772,0.22795084,0.51017267,0.012700545,6.513242412876245,0.04633268949758702,0.2529485372748661
410,0.6983023,0.5102482,0.35383818,2.714360713860909,0.11865552996737443,0.25243003145514603
1277,0.4049324,0.5105442,1.2640891,4.777624690287769,0.73815023515489,0.25429818608476046
1289,0.28368202,0.51060176,0.1872502,7.785232880278251,0.009299095908512394,0.2533594922526676
688,-0.12715477,0.51065147,-0.8803421,7.281099213266716,0.567291154072529,0.2545577047023617
1421,0.32976702,0.51066804,-0.06631157,6.128834845155605,0.15687824945638812,0.2541862999295633
298,0.36753246,0.5110719,0.42996782,5.409197117767889,0.0038981741783295993,0.2532382388471723
1034,-0.22898829,0.511129,0.0887606,5.554927953764928,0.10096435709623211,0.25266362042547064
279,0.43805933,0.5114346,0.54660004,7.966776101261805,0.011781085727304085,0.25175804698675575
57,-0.017240655,0.5123812,1.8720853,11.125790192567576,3.5695525642366617,0.2641842436805756
616,-0.35830167,0.51248497,-0.7916485,5.1388728370555175,0.18778947507104887,0.2638991885738236
1072,0.022380438,0.51250845,0.10498754,3.360217468698506,0.0068239333008384044,0.26294351847987196
1469,-0.0915896,0.51280856,-0.77285045,2.7310120868193097,0.46411634574272237,0.26368860302528996
1184,-0.12533745,0.51322645,-0.07598726,4.2896215989683775,0.002435441253036099,0.2627245692180123
698,0.39340457,0.5135721,-0.66627145,9.831019562246698,1.1229132673630402,0.2658870276670749
1363,-0.28648564,0.5138299,-1.1385976,10.241428377224404,0.7260947923750416,0.26757277039494287
1086,-0.2989825,0.51488364,-1.0735722,5.426549670343388,0.5999892033460903,0.2687859690553485
1485,-0.36663678,0.5151117,-1.0036557,8.52206346221436,0.4057931044379663,0.2692841768203762
776,-0.5405843,0.51528054,0.07416807,10.444142482563528,0.37792047642061694,0.26967778660153646
713,-0.45906326,0.515421,-0.34618148,6.022379868928159,0.012742296255968398,0.26875022165444057
551,0.25585574,0.5156798,-0.12511767,4.378190323489489,0.14514073912702807,0.26830558322808296
661,0.5366563,0.5159803,0.9944393,5.112044278127402,0.20956527508900005,0.2680950444892332
750,-0.5128337,0.51617604,-0.80165124,3.6182697680513822,0.08341557141165162,0.26743547494252756
1369,-0.41404182,0.51634747,-1.2135338,7.14254013789816,0.6391874260843203,0.2687584356227475
817,0.6073925,0.5163593,-0.1720851,9.901827171834176,0.60758532890176,0.26995994942870144
1040,-0.30206954,0.51662034,-0.49155727,2.000897506563325,0.035905599820552886,0.2691329022569412
1411,-0.41761714,0.5167993,-0.44099438,2.1129494659374224,0.000546495350017601,0.26818717547205767
309,0.46259388,0.51717234,0.29960397,0.9233504766549606,0.026565710761808106,0.2673393808590392
516,-0.63846415,0.51758677,0.054679267,14.353298554724088,0.48044779653043596,0.2680845151795686
1025,0.35163245,0.51780814,0.52979064,7.400695002827553,0.0317403406640761,0.26726101631366095
1341,0.24105689,0.51994103,0.23071232,2.6402831183553617,0.00010701012848489995,0.2663333982366291
865,-0.25175834,0.5200881,0.26919293,3.7186172244149502,0.27139022571461296,0.2663508959095633
121,-0.26105055,0.5202633,0.19464852,7.85797700652817,0.2076616423988649,0.2661485191733195
147,0.4033966,0.52030945,0.5492031,6.115520941941702,0.021259535442250017,0.26530697627390004
405,-0.09224989,0.52036834,-0.059013642,4.6696029457647095,0.0011046481811175042,0.26440217378043157
