,y_preds,y_uncertainty,response,noise_std_test,sq_error,distance_from_mean,cummulative_sq_error
408,0.749258,0.41142055,1.090646,1.1210558308056873,0.11654576654400002,0.7260391263934,0.05321982641600168
997,0.48472062,0.7240046,0.22228998,1.1243320741997045,0.0688698408108096,0.46150174639339997,0.05366696968442477
321,-0.43551162,0.48042336,-0.5435726,1.133319248389762,0.011677175398560394,0.4587304936066,0.052500586509817426
636,0.40753922,0.5598138,0.18073653,1.1459962809922546,0.05143946019123609,0.38432034639339996,0.052471907420126036
662,0.3269504,0.63590455,0.2507662,1.147895712813234,0.0058040323296399965,0.30373152639339995,0.05124380544406062
1351,-0.29935884,0.4280371,-0.52427185,1.1566732419285146,0.05058586206726009,0.32257771360660004,0.05122693510106573
1468,0.11876359,0.38570398,-0.03111931,1.215812934226575,0.022464883712410004,0.0955447163934,0.05050788381634934
1227,-0.27706394,0.52064466,-0.41253582,1.2375762514978996,0.0183526302707344,0.30028281360660003,0.04972360933962702
351,0.2890262,0.53109246,0.10057027,1.2397458787599267,0.0355156375521649,0.2658073263934,0.049385324297068406
986,-0.15336385,0.60861146,-0.87467194,1.2822786373093005,0.5202853606994482,0.1765827236066,0.060336487934333057
879,0.5290856,0.55259216,0.28878316,1.2846966004482974,0.05774526266995363,0.5058667263934,0.060277596451051706
109,0.15582821,0.6598157,-0.0668637,1.298613813414807,0.0495916867794481,0.1326093363934,0.06004013179168273
1404,-0.03025784,0.5508014,0.22868247,1.3023829245383722,0.06705008414289611,0.0534767136066,0.060192522060187374
150,0.20343098,0.78680235,-0.039528087,1.314721502255675,0.0590291082375105,0.18021210639340002,0.0601677685745985
287,-0.71186167,0.49266627,-0.58026147,1.3379598133867328,0.017318612640040015,0.7350805436066,0.059275077825961864
22,-0.7482399,0.8174171,-0.41027665,1.3497977468273177,0.11421915835056246,0.7714587736066,0.06039638559177003
1027,0.108510755,0.6807656,-0.17978738,1.3512852783533549,0.08311581464447823,0.0852918813934,0.0608507741728242
314,-0.17402846,0.5237083,0.033252392,1.3622922919925544,0.0429653516058459,0.1972473336066,0.06050007961268737
1247,0.04270164,0.6392174,-0.2500395,1.3824927579522546,0.0856973750484996,0.019482766393399995,0.060984642986452994
155,-0.069702566,0.502784,-0.055604648,1.4051076697200862,0.00019875129193472384,0.0929214396066,0.05983773936957529
1413,0.5414028,0.5034403,0.40232056,1.4270460468702415,0.01934386948341759,0.5181839263933999,0.05908785289020199
1235,-0.7538065,0.5220269,-0.9886977,1.4750663120326082,0.05517387583743998,0.7770253736066001,0.059016689671060864
1229,-0.13407177,0.40949926,0.005776395,1.4934966955562914,0.019557509253867223,0.1572906436066,0.05831206144932526
487,0.15063074,0.46128616,-0.15076157,1.5224257148418316,0.0908373245271361,0.12741186639340002,0.058882680099813164
648,0.4967505,0.6451027,0.06047804,1.53597839703871,0.19033365935445157,0.47353162639339996,0.061149076293858656
125,-0.34345773,0.68803334,-0.6022584,1.560207285307068,0.06697778679244888,0.36667660360660004,0.06124786799722459
527,-0.45528543,0.50828683,-0.37780124,1.5608053512168047,0.0060037996999561015,0.4785043036066,0.060327133525603455
1087,-0.025073532,0.6556099,-0.22759166,1.5653252362361805,0.04101359216862438,0.0482924056066,0.06001051809352183
714,-0.14304522,0.5276321,-0.34639457,1.5766005005395378,0.04135095814542251,0.1662640936066,0.05970955744919765
1176,0.47198477,0.48908475,0.807094,1.6010994348203813,0.11229819603119288,0.4487658963934,0.060544297744149954
129,-0.16738844,0.49248096,-0.18451256,1.61841059189759,0.00029323548577439974,0.1906073136066,0.05960287489636284
701,-0.25036484,0.4753325,-0.37385476,1.6350467968875122,0.015249760341606407,0.2735837136066,0.05892051928782813
979,0.26321653,0.4851573,0.28110376,1.6689357583083382,0.00031995299707289915,0.2399976563934,0.05803263191978638
1302,0.6254441,0.4603086,0.4670258,1.6715894169007155,0.025096357774889985,0.6022252263933999,0.05754104573851927
113,-0.019466836,0.47929794,0.1379573,1.6766419988886243,0.024782358595346495,0.04268570960660001,0.05705930033935497
1428,-0.37415555,0.4925448,-0.7775831,1.7226869276635053,0.16275378809900248,0.3973744236066,0.058591104509784636
676,-0.12853897,0.49716914,-0.2627777,1.7233794329939904,0.0180200366320129,0.1517578436066,0.05801151782581647
1487,0.089147724,0.45561096,0.44206288,1.7423360789775342,0.12454910733450435,0.06592885039339999,0.058948666973826155
971,0.64510214,0.4089043,1.0963922,1.7874389481411814,0.20366271825480353,0.6218832663934,0.06095858435272862
142,-0.37054607,0.46828896,-0.31430724,1.806192421306692,0.003162805999768902,0.3937649436066,0.06016686136159218
820,0.009510003,0.5552691,0.078399554,1.8174699164254065,0.0047457702369816,0.013708870606600004,0.05941792769774609
346,-0.18434173,0.5743322,-0.4173271,1.834000031447635,0.0542821826340369,0.2075606036066,0.059349451096896634
523,0.038463734,0.3758821,-0.22521974,1.8429446481151968,0.06952897446070869,0.015244860393399996,0.0594833921937889
53,0.3492257,0.54523784,0.04421667,1.8465847003880291,0.09303050838154088,0.32600682639339995,0.05991906902739606
1455,-0.30198446,0.5493568,-0.15914552,1.8473631291991952,0.020402962780323598,0.32520333360660003,0.059412452280638725
1373,0.35595533,0.53777003,0.26481372,1.851289481022494,0.008306793073392106,0.3327364563934,0.058765545202065984
947,0.019800864,0.4029911,0.29490355,1.877053388304952,0.07568148784441459,0.0034180096066000025,0.058976994485095344
547,0.14628026,0.43527508,0.20713523,1.8770631317315984,0.003703327373700901,0.12306138639339999,0.058294603533102826
439,-0.015212953,0.5656783,-0.041632265,1.8840315130650465,0.000697980046553344,0.0384318266066,0.057592205685705875
175,-0.28744358,0.58460367,-0.21196295,1.9230246852184436,0.005697325505196894,0.3106624536066,0.05696696616545878
996,0.15719756,0.4948859,-0.19409548,1.9278828194390167,0.12340679995244157,0.1339786863934,0.05775791656768476
1393,0.090897426,0.45173678,0.15924416,1.932792114412984,0.004671276048466755,0.0676785523934,0.057133367855693964
1464,-0.16235417,0.52980196,-0.59660435,1.9426641185599205,0.18857321883003245,0.18557304360659999,0.05866173821586069
788,0.18331537,0.42720097,-0.1349663,1.9559262492622944,0.10130322145798891,0.1600964963934,0.05915187020714951
932,-0.25381225,0.46386552,-0.5316852,1.9564167381939677,0.07721337634170247,0.27703112360660004,0.05935711459504216
1311,-0.13653657,0.6925498,-0.3355838,1.9604357778452517,0.0396197997706729,0.1597554436066,0.05913534701274587
31,-0.616509,0.66273856,-0.5540293,1.9654795229657709,0.0039037129120900035,0.6397278736066,0.058521662189405244
767,0.21319911,0.5042377,0.47237125,1.9908820234539004,0.0671701981521796,0.1899802363934,0.05861670104613904
1040,-0.30206954,0.51662034,-0.49155727,2.000897506563325,0.035905599820552886,0.32528841360660005,0.05836984125020875
77,-0.33479413,0.53260916,-0.7858207,2.009181902668013,0.20342496684596492,0.35801300360660004,0.059929573783496455
728,0.22956145,0.42887774,0.02961775,2.009928312866411,0.03997748316969,0.2063425763934,0.059717317500370855
1474,0.24574646,0.4865248,0.1956637,2.011654338318168,0.0025082828492176005,0.2225275863934,0.05911511713562188
573,-0.36763114,0.5685943,-0.68425465,2.036450065703244,0.10025044708472006,0.39085001360660004,0.059543610155924985
1146,0.29976505,0.44965833,-0.033088967,2.057842706931992,0.11079179663303626,0.27654617639339996,0.06007194197527664
1130,0.01607617,0.55610067,-0.04999101,2.0587825699164277,0.0043648722731524005,0.007142703606600003,0.059503502488520266
76,-0.26884574,0.5770484,-0.08180665,2.0588886329458327,0.034983621188028106,0.2920646136066,0.059255826919828426
1078,0.1604558,0.76955366,0.13483512,2.063579442634248,0.0006564192436624004,0.13723692639340002,0.05866983284306676
610,-0.5854463,0.8258233,-0.6487714,2.0958120568399083,0.004010068290010003,0.6086651736066,0.058128647055412735
254,0.46547544,0.47559682,0.29999772,2.100454554768899,0.027382875816398398,0.4422565663934,0.05782721792561848
1324,0.30078492,0.47753936,0.14638643,2.1018399727834858,0.0238388937142801,0.2775660463934,0.057497234195411306
1411,-0.41761714,0.5167993,-0.44099438,2.1129494659374224,0.000546495350017601,0.4408360136066,0.056949630937282524
1100,0.3938876,0.47617537,0.4465163,2.1496226665787472,0.002769780063689997,0.3706687263934,0.05643363235753402
385,-0.009221211,0.6137883,-0.07502303,2.163921265752081,0.004329879383708763,0.0324400846066,0.05594208751815831
1259,0.23887601,0.42989382,0.20798816,2.1704728788771344,0.0009540592776224997,0.2156571363934,0.055428180712171995
836,-0.43777207,0.46177638,-0.65582913,2.1706496623572926,0.04754888141584359,0.46099094360660003,0.05535522423720599
1022,-0.35958478,0.6129713,-0.923157,2.1795971118851307,0.3176136471557284,0.3828036536066,0.05776126481444015
1239,-0.2311908,0.6978893,-0.50948286,2.189686078464134,0.07744647065904357,0.2544096736066,0.05794022123120927
1326,-0.60218495,0.6696458,-0.47433233,2.1961456285835954,0.016346292440864406,0.6254038236066001,0.057565501152016973
1325,0.1398091,0.46324176,0.046939198,2.200746577704453,0.008624818697489602,0.11659022639339998,0.057128530772958694
1355,-0.27230462,0.89140683,0.03592079,2.201159225438122,0.09500290336966809,0.2955234936066,0.057463702211867626
837,-0.07887434,0.5574039,0.4445211,2.208000525626265,0.27394278661279364,0.10209321360660001,0.05936264154871785
846,-0.19294521,0.5073286,-0.119507745,2.226993801848196,0.005393061265626226,0.2161640836066,0.058893340850604006
1286,-0.39961502,0.45649132,-0.7569851,2.2281906917672734,0.12771337407920638,0.4228338936066,0.05948661699912645
464,0.37445614,0.64936054,0.37570643,2.239730497233385,1.5632250840999682e-06,0.35123726639339997,0.05897819773610045
974,-0.007932492,0.68210965,-0.16687633,2.2426339237017023,0.025263143638170244,0.031151365606600003,0.058692476938660365
743,0.03568954,0.63441724,-0.29778525,2.251924269843333,0.11120543556554412,0.012470666393399995,0.059133762305272834
1402,-0.18322378,0.43681747,-0.34296095,2.254038282645106,0.025515963479608893,0.2064426536066,0.05885361398172563
1143,-0.25339428,0.4177031,-0.0944408,2.2581010774712302,0.025266208804110412,0.27661315360660005,0.0585760321207536
1252,-0.30512807,0.4610619,-0.36060768,2.271729913149146,0.0030779871257521014,0.3283469436066,0.058121130112597855
1202,-0.011292223,0.48527977,-0.2057997,2.2753062050013586,0.037833158608905536,0.034511096606600004,0.057956187254844256
69,0.014268808,0.5031376,-0.1819897,2.2975203859273714,0.038517401962386066,0.008950065606600005,0.05779942285732443
543,0.31542522,0.55448127,0.16859838,2.346494604185533,0.021558120944385605,0.2922063463934,0.05750949244202092
1191,0.115363844,0.62833357,0.28742075,2.3602388447401044,0.02960357890229284,0.09214497039339999,0.057288016937737364
652,-0.46162298,0.61627054,-0.6723189,2.3700081547282905,0.044392770704646416,0.48484185360660004,0.05718647956582326
310,0.46128938,0.37346122,0.43561158,2.406683719252691,0.0006593494128400015,0.4380705063934,0.05674486136150308
1024,-0.039600573,0.5836687,-0.004710782,2.416888340468459,0.0012172975160236812,0.06281944660660001,0.05631441513014277
1418,0.33131543,0.4803546,0.20553094,2.4198223864740256,0.015821737924560108,0.3080965563934,0.05600293299779214
88,0.023193471,0.6530877,-0.69462436,2.4259722124334924,0.5152624385015446,2.5402606600003624e-05,0.05950873074972918
977,-0.14631572,0.5299168,-0.58849794,2.430239631394498,0.19552511568412836,0.1695345936066,0.06053915790832311
1436,-0.5110389,0.61596125,-0.8262925,2.4478465880994094,0.09938483231296001,0.5342577736066,0.0608312306482076
1096,0.2514279,0.44956094,-0.098738775,2.452082795761349,0.12261670028055562,0.2282090263934,0.061292316242478856
895,0.4610565,0.5240757,0.40954912,2.4615421116544534,0.002653010194464399,0.43783762639339996,0.06085795101249357
1354,-0.2482186,0.46236926,0.07174213,2.4670576382699183,0.10237486874213292,0.27143747360660003,0.06116322246638798
591,0.019883178,0.6065688,-0.1480119,2.476958072297997,0.028188757216626083,0.0033356956066000025,0.06092253293901745
937,0.10194487,0.4985006,-0.4540702,2.4915022280953147,0.30915275806710485,0.0787259963934,0.06272130268632244
786,-0.27541164,0.97093606,-0.057581022,2.530656981798708,0.047450178138261925,0.29863051360660003,0.06261143848094071
736,0.15154806,0.53093284,-0.06467608,2.538059905268997,0.04675287871873961,0.12832918639340002,0.06249816305406785
875,0.3035469,0.65376025,0.2614036,2.538937059900126,0.0017760577348899995,0.2803280263934,0.062067509824853824
302,-0.11596192,0.56905234,-0.30699196,2.5435606062028797,0.036492476182401604,0.1391807936066,0.06188740395413232
621,0.15448162,0.60475034,0.61049247,2.545852410295687,0.20794589531772248,0.1312627463934,0.06290879200562596
170,-0.2003212,0.6002417,-0.26970178,2.54946415599498,0.0048136648811364,0.2235400736066,0.062505353622817
637,-0.3200208,0.5060748,-0.7123671,2.5527935614843607,0.15393561912369003,0.3432396736066,0.06313590717799544
191,-0.32882732,0.74739015,-0.49933052,2.5604193582088643,0.029071341210240007,0.3520461936066,0.06290258823301083
504,-0.22826925,0.47105435,0.16358274,2.56969733441803,0.15354798206696013,0.2514881236066,0.06351922356521457
841,-0.09853413,0.48874158,0.31765258,2.598419084300644,0.1732113775806241,0.1217530036066,0.06426038676802139
1203,-0.5374027,0.4598829,-0.7165748,2.6069154637632117,0.03210264141840998,0.5606215736066,0.0640445629737287
1335,0.123079576,0.56874007,-0.24142912,2.6195403865131834,0.13286658945962043,0.09986070239339999,0.06450337648363465
18,-0.1384174,0.49438742,0.36292356,2.634323402540652,0.25134275817372154,0.1616362736066,0.06574072338224449
1341,0.24105689,0.51994103,0.23071232,2.6402831183553617,0.00010701012848489995,0.2178380163934,0.06530892263715397
38,0.2774258,0.59759504,0.057523638,2.6526248295940493,0.04835696085227425,0.2542069263934,0.06519812550130508
831,-0.32492685,0.47877482,-0.446067,2.667250733975652,0.0146749359420225,0.3481457236066,0.06487005284182921
1033,-0.35179564,0.49876004,-0.7035301,2.6742364395307394,0.12371713035149162,0.37501451360660004,0.06524971140640769
574,-0.69177246,0.73045635,-1.1392313,2.6912115695260184,0.20021941349414563,0.7149913336066,0.06611490180440602
1105,-0.57699805,0.47087616,-0.5685413,2.69266587671166,7.151662056250021e-05,0.6002169236066001,0.06569424330005033
230,-0.19568768,0.6179064,-0.62479436,2.6928879752665047,0.18413254282062236,0.2189065536066,0.06644385279068686
518,0.1693005,0.38546926,0.18885197,2.694741973352605,0.0003822599791609006,0.1460816263934,0.0660283710748911
1288,0.694655,0.590458,0.5017059,2.707309322470094,0.03722935519080999,0.6714361263934,0.06584837722561558
410,0.6983023,0.5102482,0.35383818,2.714360713860909,0.11865552996737443,0.6750834263934,0.06617637196314204
217,-0.0010823179,0.5530095,-0.15217634,2.7223233793066037,0.02282940351435529,0.024301191506600005,0.06590879808382855
993,0.1542941,0.61121494,0.44217116,2.7250361150175806,0.08287320167424361,0.1310752263934,0.06601287417947527
964,0.02792554,0.56134987,0.21763161,2.7257059959854133,0.0359883929948449,0.004706666393399995,0.06582979807469093
1469,-0.0915896,0.51280856,-0.77285045,2.7310120868193097,0.46411634574272237,0.1148084736066,0.06824365593934567
777,0.21049583,0.46602476,0.7066658,2.7472375608124726,0.2461846391298009,0.1872769563934,0.06931558957302311
1074,-0.18188071,0.4335637,-0.18800373,2.7512239230734554,3.7491373920400086e-05,0.2050995836066,0.06890075066165123
1057,-0.58742446,0.55673313,-0.7729374,2.7524890511018643,0.03441505090744359,0.6106433336066001,0.06869547863930475
455,0.19288716,0.78709733,0.28633422,2.760437733246639,0.008732353022643595,0.1696682863934,0.06834066724512333
1098,0.25398642,0.64851725,0.09075712,2.767112317423803,0.026643804378489996,0.2307675463934,0.06809539158120195
1489,-0.531972,0.49461338,-0.6197181,2.7697712845221103,0.007699378065210008,0.5551908736066,0.06774219851970492
779,-0.09382352,0.47772798,0.1669987,2.783149263401937,0.0680282304457284,0.1170423936066,0.06774386149601902
864,0.48128238,0.66089094,0.02289725,2.785376132151854,0.21011692740511692,0.4580635063934,0.06856682719491554
1423,-0.057752274,0.5252153,-0.12145181,2.789182892600395,0.004057630886615296,0.0809711476066,0.06819608468739657
1151,0.28829184,0.41332325,0.20758055,2.7987916571049274,0.006514312333464103,0.2650729663934,0.06784361741680267
1432,0.4363071,0.5055095,0.2994219,2.80261296996432,0.018737557979039997,0.4130882263934,0.06756460571545174
50,-0.38650775,0.66572267,-0.58556736,2.805287976156771,0.0396247283333521,0.4097266236066,0.06740675330086361
1401,0.4225592,0.6048616,0.2845938,2.808700292938944,0.019034451597160003,0.3993403263934,0.06713499879691022
1138,0.24685255,0.5381447,0.019581504,2.811831823478756,0.051652128349934115,0.2236336763934,0.06704850231396621
677,-0.14686808,0.4764135,-0.35538182,2.8157786840373915,0.0434779797687876,0.1700869536066,0.066917554966493
223,-0.299348,1.0566597,-0.18773855,2.8329275925475,0.0124566693293025,0.3225668736066,0.06661666609556931
120,0.25012204,0.4446203,0.7770279,2.842169160558344,0.27762978530233967,0.2269031663934,0.06777607883846365
1315,-0.29634124,0.5356022,-0.21082507,2.8465854883179413,0.0073130153314689,0.3195601136066,0.06744567958432707
692,-0.14887042,0.52966046,-0.30689672,2.855080118566905,0.02497231149169,0.1720892936066,0.06721484606208447
1056,0.24268499,0.5033458,-0.17007627,2.868664421135588,0.17037185775678762,0.2194661163934,0.06777245153070449
1394,0.12080092,0.56591,-0.018933035,2.8888410008286267,0.019525578179942032,0.0975820463934,0.0675130597384961
122,-0.11394461,0.571057,0.10321713,2.9061678144397463,0.047159221319827596,0.1371634836066,0.06740421568278128
348,0.14942402,0.4398796,-0.39829138,2.9083686749981617,0.29999215939715995,0.1262051463934,0.06864138559615564
1140,-0.27158663,0.5511628,-0.45453626,2.91672497886417,0.03347056711713691,0.2948055036066,0.06845529660949416
1125,0.17232203,0.56043553,-0.02534496,2.9188192161766606,0.03907223893566009,0.1491031563934,0.06830064893752662
1052,-0.42848206,0.5347494,-0.43749627,2.928471100697381,8.12559819241004e-05,0.4517009336066,0.06794347934090042
1051,-0.5411043,0.4536452,-0.43009722,2.935726766297875,0.012322571810126396,0.5643231736066,0.06765378711417763
646,0.29498062,0.4166518,0.29912764,2.951662741617013,1.719777488039955e-05,0.2717617463934,0.06730333846475123
699,-0.0075756405,0.5557572,0.109998345,2.953521362092859,0.01382364206635421,0.030794514106600005,0.06702766992661516
1223,-0.045467608,0.55972874,0.32024375,2.953683637387379,0.13374479737020414,0.0686864816066,0.06736980904171049
1245,0.25889322,0.48922473,-0.03476795,2.9544405194372896,0.08623688276576888,0.23567434639339999,0.06746606962193527
824,-0.15908241,0.5893145,0.21838921,2.959022376198549,0.1424848239054244,0.1823012836066,0.06784687548124232
858,0.19277245,0.4668147,0.008129268,2.977318665203053,0.03409310465908513,0.16955357639340002,0.06767640189123143
1371,0.27969727,0.4470642,0.23378062,2.9775008278464075,0.0021083387472225004,0.2564783963934,0.06734691413673892
657,0.1660704,0.46647522,0.108740784,2.979739359234436,0.0032866848707074577,0.1428515263934,0.06702661299040877
959,0.43994206,0.7084406,0.24077941,2.9820440448104115,0.03966576115502251,0.4167231863934,0.0668904893494367
1234,0.23964587,0.6287031,0.2780441,2.9942189456507498,0.0014744240671329004,0.21642699639340002,0.06656664744209856
867,0.25394645,0.46512336,0.30106905,3.000343354799059,0.0022205394307600016,0.2307275763934,0.06624967154056488
874,0.081652604,0.48708698,0.36084607,3.008262590856757,0.07794899145709315,0.058433730393399996,0.06630702114799884
263,0.23467386,0.48162547,0.16455531,3.0302271024513034,0.0049166110541025,0.21145498639340002,0.06600755573290666
388,0.14653477,0.4844459,0.036952075,3.032446099970634,0.012008367043463027,0.1233158963934,0.06574542374897734
49,0.24689525,0.58220124,-0.07855494,3.037332714401685,0.10591782617103612,0.22367637639340002,0.06593949332589549
159,-0.4810747,0.58491623,-0.7125174,3.039099240983766,0.05356572338328997,0.5042935736066,0.06588000404732527
256,0.55278563,0.62283766,0.14167124,3.056929189331393,0.16901504166507214,0.5295667563934,0.06637347312683602
418,0.46995708,0.52568865,0.3733259,3.0639437211224663,0.009337584948192408,0.4467382063934,0.06610187365931866
454,-0.059569694,0.45354936,-0.045995396,3.0799461159425734,0.00018426156619280395,0.0827885676066,0.06578946791480147
1265,-0.10393854,0.60309845,-0.24870576,3.0807187741695725,0.0209575479865284,0.1271574136066,0.0655779965943851
1037,0.6031166,0.53075784,0.9792926,3.082586108532096,0.14150838297599996,0.5798977263934,0.06593447728162272
969,-0.335712,0.5766449,0.017153887,3.098863369376315,0.12451433420829676,0.35893087360660003,0.06620821493081279
1126,-0.079476126,0.5049111,-0.7047527,3.11095707586585,0.3909707939931775,0.1026949996066,0.06771873855435867
9,0.3740522,0.49025694,0.89383,3.119702565058762,0.27016896137283997,0.3508333263934,0.06865600810444424
164,0.08149724,0.49770215,0.30584,3.1201463361564783,0.0503296739644176,0.05827836639339999,0.06857155495172522
667,-0.3953313,0.5281514,-0.62017405,3.144644447382981,0.05055426222756251,0.4185501736066,0.068488906819963
812,-0.2810988,0.5462548,-0.18378471,3.145421282666235,0.009470032112528098,0.3043176736066,0.06821941424139025
1219,-0.10432672,0.79144603,-0.031462125,3.1491437641996414,0.005309249204514026,0.1275455936066,0.06793345894576808
488,-0.47033444,0.6296758,-0.4998518,3.1777301415195414,0.0008712745413695995,0.49355331360660004,0.06763001014755812
472,-0.26451766,0.5377655,-0.14608341,3.1891135720242225,0.014026671573062498,0.2877365336066,0.06738855366749283
219,0.15888873,0.53888905,0.0033564367,3.200661025185007,0.024190294259157228,0.1356698563934,0.06719483949974245
1240,0.05304525,0.61436445,0.6244261,3.202406244823059,0.32647607574672244,0.0298263763934,0.06835234501870217
505,-0.35497943,0.49946165,-0.018478869,3.204746130977626,0.1132326275533147,0.3781983036066,0.06855181294107823
1055,0.2780486,0.4334701,0.39932874,3.2086032958941053,0.01470887235841961,0.25482972639339996,0.06831356984115496
626,-0.29304647,0.6026524,-0.5384667,3.224619920218085,0.06023108929325288,0.3162653436066,0.06827796419997478
990,-0.49407288,0.6043369,-0.7105145,3.2273903106081,0.04684697486822442,0.5172917536066,0.06818396863273025
1296,-0.31084707,0.52747154,-0.34409857,3.237509959960597,0.0011056622522499992,0.3340659436066,0.06789105026425654
973,0.05922123,0.605854,-0.2643176,3.282220750010352,0.1046773745177689,0.03600235639339999,0.0680509908044892
898,-0.31108698,0.5409113,-0.47021714,3.2912221084466973,0.02532240782162559,0.33430585360660003,0.06786601858378417
1449,-0.10031996,0.49533683,-0.049196996,3.297130302196852,0.002613557448145296,0.12353883360660001,0.0675847579754409
625,-0.095426224,0.5850777,-0.82959265,3.310235233126191,0.5390003410656136,0.11864509760660001,0.06960800082132147
891,-0.16230735,0.61222625,-0.79918754,3.310684554929161,0.4056163764144362,0.18552622360659998,0.07104393405035188
177,-0.10540137,0.43162718,0.18857095,3.317098877726891,0.08641972492618237,0.1286202436066,0.07110936294769583
85,0.27193645,0.5220045,-0.06866999,3.335583154325704,0.11601274696947361,0.2487175763934,0.0712996315240593
673,-0.64296705,0.78957355,-0.8630278,3.3385122563542096,0.04842673369056251,0.6661859236066,0.07120312140661837
737,0.04231005,0.6527845,-0.22953832,3.3397112616445987,0.07390153627165691,0.019091176393399998,0.07121445928420257
1072,0.022380438,0.51250845,0.10498754,3.360217468698506,0.0068239333008384044,0.0008384356066000048,0.07094504285749394
270,0.16811216,0.41755503,0.40154096,3.3684861252307767,0.05448900466944,0.14489328639340002,0.07087647603171038
570,-0.12396349,0.7060127,-0.20884727,3.382173748864632,0.007205256107088401,0.1471823636066,0.0706122800984132
823,0.04145307,0.4900513,-0.3907365,3.4172476158291016,0.18678782441678488,0.018234196393399998,0.07109234433113373
854,-0.16281825,0.48266375,-0.08893426,3.419738703628941,0.005458843978320099,0.1860371236066,0.0708222476218629
1062,-0.031258672,0.49316794,-0.083790384,3.420403822718906,0.0027595807656509434,0.05447754560660001,0.07054330226589482
696,0.032319568,0.46162543,-0.012730842,3.453180933046375,0.0020295394411681,0.009100694393399996,0.07026365425436533
54,-0.25191572,0.74585825,-0.25636333,3.45761794013644,1.9781234712099917e-05,0.27513459360660003,0.06997811005509845
