,y_preds,y_uncertainty,response,noise_std_test,sq_error,distance_from_mean,cummulative_sq_error
217,0.018304117,0.7356483,-0.15217634,2.7223233793066037,0.02906358621892885,0.0025028650682733314,0.05955168630678947
993,0.15739292,0.54107946,0.44217116,2.7250361150175806,0.08109864597749761,0.13658593793172666,0.05968387624341959
964,-0.07440701,0.7832421,0.21763161,2.7257059959854133,0.08528655557150441,0.09521399206827333,0.05983999014176157
1469,0.21003051,0.5504904,-0.77285045,2.7310120868193097,0.9660549815305214,0.18922352793172667,0.06533220221078435
777,0.14175098,0.5200769,0.7066658,2.7472375608124726,0.31912875385563244,0.12094399793172667,0.06686109710021115
1074,-0.224363,0.46672392,-0.18800373,2.7512239230734554,0.0013219965149329,0.24516998206827334,0.0664686473961077
1057,-0.5629462,0.5374212,-0.7729374,2.7524890511018643,0.044096304077440016,0.5837531820682733,0.06633547868587752
455,0.13658127,0.5319238,0.28633422,2.760437733246639,0.02242594603370249,0.11577428793172667,0.06607565896604217
1098,0.044448838,0.4944637,0.09075712,2.767112317423803,0.002144456981791524,0.023641855931726664,0.06569959307201718
1489,-0.7450088,0.6311352,-0.6197181,2.7697712845221103,0.015697759506489994,0.7658157820682734,0.06540718468859305
779,0.12527508,0.5430848,0.1669987,2.783149263401937,0.0017408604659043992,0.10446809793172668,0.06503703164078672
864,0.39107022,0.5595488,0.02289725,2.785376132151854,0.13555133583862095,0.37026323793172666,0.06544462877487825
1423,-0.20552123,0.6017077,-0.12145181,2.789182892600395,0.007067667379136401,0.22632821206827333,0.0651091289967418
1151,0.34180748,0.7004311,0.20758055,2.7987916571049274,0.018016868737224898,0.3210004979317267,0.06484003036668742
1432,0.26764166,0.62749404,0.2994219,2.80261296996432,0.001009983654457601,0.24683467793172667,0.06447735964673157
50,-0.36847705,0.7923224,-0.58556736,2.805287976156771,0.047128202695896106,0.38928403206827333,0.06437934181085114
1401,0.40958235,0.53205585,0.2845938,2.808700292938944,0.015622137631102494,0.3887753679317266,0.06410542493343682
1138,0.29335776,0.56264603,0.019581504,2.811831823478756,0.07495343834937754,0.27255077793172666,0.0641660283603415
677,-0.13043015,0.42820618,-0.35538182,2.8157786840373915,0.05060325383578891,0.15123713206827333,0.06409067961298288
223,-0.28851476,0.8703506,-0.18773855,2.8329275925475,0.010155844501964096,0.30932174206827334,0.06379269709855737
120,0.44753435,0.5731956,0.7770279,2.842169160558344,0.10856599949160248,0.4267273679317267,0.06403870425456311
1315,-0.24329975,0.6383818,-0.21082507,2.8465854883179413,0.0010546048411024004,0.26410673206827334,0.06369452884793217
692,-0.4143302,0.5174669,-0.30689672,2.855080118566905,0.011541952624910394,0.43513718206827334,0.06341109093367661
1056,0.020224445,0.5396666,-0.17007627,2.868664421135588,0.03621436212951123,0.0005825370682733325,0.06326408158878924
1394,0.4028699,0.73666453,-0.018933035,2.8888410008286267,0.17791771597461423,0.38206291793172664,0.06388049897796033
122,-0.25063455,0.4840575,0.10321713,2.9061678144397463,0.1252110114388224,0.2714415320682734,0.06420846963283125
348,0.20985907,0.52262443,-0.39829138,2.9083686749981617,0.3698469698352025,0.18905208793172668,0.06583420633603536
1140,-0.348033,0.5021073,-0.45453626,2.91672497886417,0.011342944390627609,0.3688399820682733,0.06554589278076865
1125,0.08077765,0.5016674,-0.02534496,2.9188192161766606,0.0112620083532121,0.05997066793172667,0.06526018812588677
1052,-0.4575758,0.5990419,-0.43749627,2.928471100697381,0.00040318752502089823,0.47838278206827334,0.0649206226777147
1051,-0.6935995,0.38801903,-0.43009722,2.935726766297875,0.06943345156519842,0.7144064820682734,0.06494412699483701
646,0.29019257,0.42616016,0.29912764,2.951662741617013,7.983547590489981e-05,0.2693855879317266,0.06460804258282182
699,0.21811342,0.41297343,0.109998345,2.953521362092859,0.011688869442255626,0.19730643793172667,0.06433526333982921
1223,-0.07391225,0.45058358,0.32024375,2.953683637387379,0.155358952336,0.09471923206827333,0.06480205148852752
1245,0.23178829,0.46034345,-0.03476795,2.9544405194372896,0.0710522290829376,0.21098130793172667,0.06483394014972349
824,-0.071275376,0.46750733,0.21838921,2.959022376198549,0.08390557238255139,0.09208235806827333,0.06493075046562617
858,-0.14962077,0.4218487,0.008129268,2.977318665203053,0.024885074489001437,0.17042775206827332,0.06472849957685534
1371,0.3389463,0.65431416,0.23378062,2.9775008278464075,0.011059820249862396,0.3181393179317267,0.0644588077209408
657,0.31101096,0.8571146,0.108740784,2.979739359234436,0.040913224099070986,0.2902039779317267,0.06434107980283145
959,0.27281085,0.56111866,0.24077941,2.9820440448104115,0.0010260131484735996,0.2520038679317267,0.06402607947121773
1234,-0.04169177,0.61818117,0.2780441,2.9942189456507498,0.10223102656465692,0.062498752068273336,0.0642152128726704
867,0.28007907,0.5089362,0.30106905,3.000343354799059,0.0004405792604004008,0.2592720879317266,0.06390105211595971
874,0.21419927,0.4190227,0.36084607,3.008262590856757,0.021505283950240005,0.19339228793172666,0.0636932297229905
263,0.13752307,0.43702415,0.16455531,3.0302271024513034,0.0007307419994176007,0.11671608793172666,0.06338609563653405
388,0.19346589,0.46196762,0.036952075,3.032446099970634,0.024496574285854226,0.17265890793172667,0.06319731155230746
49,0.17561783,0.7716744,-0.07855494,3.037332714401685,0.0646037970094729,0.15481084793172667,0.06320410616804255
159,-0.68319154,0.65475756,-0.7125174,3.039099240983766,0.0008600060647395957,0.7039985220682734,0.0629043749175459
256,0.38850042,0.5669012,0.14167124,3.056929189331393,0.0609246440994724,0.3676934379317267,0.06289490252128717
418,0.1018361,0.46811917,0.3733259,3.0639437211224663,0.07370671150404,0.08102911793172667,0.06294638732596695
454,-0.0023319349,0.59028715,-0.045995396,3.0799461159425734,0.0019064978352312135,0.023138916968273332,0.06265709875018147
1265,-0.1294652,0.5397871,-0.24870576,3.0807187741695725,0.014218311149113599,0.15027218206827334,0.062428613903006615
1037,0.6772255,0.52231073,0.9792926,3.082586108532096,0.09124453290240996,0.6564185179317267,0.06256389990769866
969,-0.42608848,0.68059814,0.017153887,3.098863369376315,0.19646379590376267,0.44689546206827335,0.0631896003562784
1126,0.029725201,0.5075326,-0.7047527,3.11095707586585,0.5394577870573658,0.008918218931726667,0.06540480122465554
9,0.40441915,0.8719764,0.89383,3.119702565058762,0.23952298009772252,0.3836121679317267,0.06621090390462345
164,0.11170684,0.6874316,0.30584,3.1201463361564783,0.0376876838115856,0.09089985793172667,0.06607946049405644
667,-0.38873395,0.50859433,-0.62017405,3.144644447382981,0.05356451988801002,0.40954093206827336,0.06602205250962503
812,-0.15658246,0.48413035,-0.18378471,3.145421282666235,0.0007399624050624991,0.17738944206827334,0.06572396077398776
1219,-0.32015875,0.51818395,-0.031462125,3.1491437641996414,0.08334574128639062,0.3409657320682733,0.06580405977631687
488,-0.3847143,0.42878923,-0.4998518,3.1777301415195414,0.01325664390625,0.4055212820682733,0.06556628866378263
472,-0.22004816,0.47040185,-0.14608341,3.1891135720242225,0.005470784242562499,0.24085514206827333,0.06529558819341677
219,0.029625416,0.4328351,0.0033564367,3.200661025185007,0.0006900592734638285,0.008818433931726669,0.06500587730139903
1240,0.26183766,0.4781104,0.6244261,3.202406244823059,0.13147037682163357,0.2410306779317267,0.06530259381711437
505,-0.41070288,0.47684285,-0.018478869,3.204746130977626,0.1538396748049281,0.43150986206827335,0.06569609195483798
1055,0.4683065,0.56429434,0.39932874,3.2086032958941053,0.0047579313746176,0.4474995179317267,0.06542645407616444
626,-0.34236753,0.44420117,-0.5384667,3.224619920218085,0.038454884474688894,0.36317451206827334,0.06530763658893328
990,-0.6908362,0.63632274,-0.7105145,3.2273903106081,0.0003872354908900015,0.7116431820682734,0.06502289798762607
1296,-0.141074,0.4048269,-0.34409857,3.237509959960597,0.04121897602368489,0.16188098206827334,0.06491895073014162
973,-0.03233221,0.603895,-0.2643176,3.282220750010352,0.05381722117345209,0.05313919206827333,0.06487068234076471
898,-0.3444456,0.46345264,-0.47021714,3.2912221084466973,0.01581848027397159,0.3652525820682734,0.06465833514567036
1449,0.05563703,0.43205455,-0.049196996,3.297130302196852,0.010990173007368676,0.034830047931726664,0.06442700686059147
625,0.14988747,1.037845,-0.82959265,3.310235233126191,0.9593813054752145,0.12908048793172666,0.06826801243404479
891,-0.19726339,0.4932578,-0.79918754,3.310684554929161,0.3623126823532225,0.21807037206827334,0.06952461358754555
177,-0.24600227,0.5167817,0.18857095,3.317098877726891,0.1888538835411684,0.26680925206827333,0.07003239771500777
85,0.25715086,0.5048723,-0.06866999,3.335583154325704,0.10615922629472249,0.23634387793172665,0.07018547749712521
673,-0.42186528,0.5065875,-0.8630278,3.3385122563542096,0.1946243690527504,0.44267226206827337,0.07071053611128396
737,-0.1424865,0.80534387,-0.22953832,3.3397112616445987,0.0075780193653124,0.16329348206827332,0.07044527343588072
1072,0.11828506,0.4640455,0.10498754,3.360217468698506,0.00017682403815039982,0.09747807793172666,0.07015126318735465
270,0.3088804,0.56425726,0.40154096,3.3684861252307767,0.0085859793795136,0.2880734179317267,0.06989474117148865
570,-0.1553049,0.5578358,-0.20884727,3.382173748864632,0.0028667853852169006,0.17611188206827333,0.0696166168736203
823,0.026113376,0.52294177,-0.3907365,3.4172476158291016,0.17376381912121538,0.005306393931726668,0.07004697721348639
854,-0.106614366,0.47255123,-0.08893426,3.419738703628941,0.00031258614817123603,0.12742134806827332,0.06976000441074848
