,y_preds,y_uncertainty,response,noise_feature_test,hetero_noise_test,sq_error,distance_from_mean,cummulative_sq_error
15,0.27438706,0.6144149,0.40260172,0.0922788698092835,-0.0092321595409435,0.016438999038915596,0.3098744411255367,0.04517117011649966
338,0.42999136,0.49478766,0.42442733,0.0966879289388847,-0.4199452861007208,3.095842984089997e-05,0.46547874112553667,0.044319468009204215
1023,0.7563402,0.37004414,0.6532728,0.0986564517299665,-0.044090448945678,0.010622888942760006,0.7918275811255366,0.04369545728575154
202,-0.30166182,0.4189972,-0.24806644,0.0996808454522843,0.1794816762700435,0.002872464757344403,0.26617443887446335,0.04295322105796233
74,0.9803347,0.41885585,1.0851492,0.104278480994397,0.1025693660766108,0.010986079410250007,1.0158220811255367,0.042382379242824605
503,-0.32091722,0.38096678,-0.14110558,0.1047712319829687,-0.0208830551387031,0.0323322258794896,0.2854298388744633,0.0422060607627661
516,-1.0811079,0.45828345,-0.9501474,0.1071927489764181,0.1271144257534789,0.01715065256024998,1.0456205188744632,0.04177407096617099
85,0.4239898,0.4010773,0.42017874,0.1086646359020046,0.082353535691404,1.4524178323599827e-05,0.45947718112553665,0.041066282037563406
988,0.27642888,0.58814514,0.30981997,0.1112718721484954,0.1744295072550056,0.0011149648913881009,0.31191626112553666,0.04040042675179381
718,0.65933865,0.47463748,0.76566786,0.1203497729191164,0.1761947248277763,0.01130590089922409,0.6948260311255366,0.03992346731158775
450,0.2403428,0.45908773,-0.28104568,0.1218923798569243,0.3713468338722248,0.27184594707671045,0.27583018112553664,0.04366415246908973
1451,0.28577563,0.4487284,0.123030216,0.1237085590307245,0.0574567705133595,0.026486069778031397,0.3212630111255367,0.043391484489866586
88,0.19248345,0.45344368,0.14081095,0.1271169000701963,0.0912848899568483,0.002670047256250001,0.22797083112553668,0.04275521203309133
1462,-0.058939744,0.7268056,0.01967689,0.1308925730472627,-0.3207114899645558,0.006180575141489957,0.023452362874463333,0.04219252531168208
489,-1.0942291,0.5094464,-1.0696757,0.1319485371513787,0.255783907418998,0.0006028694515600028,1.0587417188744632,0.04156237901077114
177,0.11861372,0.6344638,-0.10010878,0.1363424717610217,-0.0521363871965092,0.04783953200624999,0.15410110112553668,0.04165606786144992
1039,-0.49180964,0.5216783,-0.57524025,0.147014542303925,-0.1719495989382996,0.006960666684972102,0.4563222588744633,0.04114584137356054
141,-0.7073992,0.3676105,-0.5424583,0.1490476416061953,-0.3322378301373308,0.02720550049281002,0.6719118188744634,0.04094380744775257
879,0.73586076,0.63588583,0.9191755,0.1536524496708992,0.023483041569623,0.03360429390126761,0.7713481411255366,0.04083895725423135
1337,-0.34577027,0.4258988,-0.27653885,0.1546355490344562,0.438087308600251,0.004792989515216398,0.3102828888744633,0.04033126756776636
296,-0.4209398,0.38679606,-0.38245696,0.1568246242434033,-0.0829441108975245,0.001480928974465597,0.3854524188744633,0.039791679531748295
124,-0.26531377,0.70069456,0.14460574,0.1584836241681967,-0.0360354106792359,0.16803400467864013,0.22982638887446333,0.041548423711842704
472,-0.13012376,0.38783932,-0.15145789,0.1620357123095024,-0.2338471543738704,0.0004551451028569003,0.09463637887446333,0.0409931091360456
256,0.38771912,0.42489198,0.48981854,0.1641519474846814,0.2561061981033218,0.010424291564336411,0.42320650112553665,0.04058552490175614
753,-0.0011421628,0.4375874,-0.28085488,0.1691042355702118,-0.3479556002729447,0.07823920416340716,0.03434521832553667,0.04108096804993575
439,0.54408556,0.41971555,0.04893469,0.1692338837245457,-0.3047998409606268,0.24517438406175687,0.5795729411255366,0.043731531894245126
212,-0.35444874,0.5628394,-0.37026745,0.1708590217570279,-0.1563342236767344,0.0002502315860641004,0.3189613588744633,0.043174079326191515
415,-0.34360814,0.42490268,-0.269674,0.1750501528561978,0.3728562097527912,0.005466257057539598,0.30812075887446333,0.04269676512025922
1047,0.7219101,0.48533234,0.78557205,0.1753989271426035,0.4339197781014127,0.004052843877802496,0.7573974811255366,0.0422137161047285
222,0.67178315,0.44062817,0.525544,0.1755629903079486,0.1141736508240996,0.021385888992722497,0.7072705311255366,0.041956582436679046
1357,0.75873303,0.4041021,0.7979432,0.1763640258257874,0.1832044907424329,0.0015374374314288948,0.7942204111255367,0.041463666034176
754,0.15053016,0.6133448,0.075413674,0.1775454297605004,-0.2814067748137313,0.005642486468988195,0.18601754112553667,0.04103208555748698
36,0.24831483,0.8089382,0.23013772,0.178322009889812,0.336789236421757,0.00033040732795209984,0.28380221112553666,0.040547541769040144
1010,-0.26229635,0.43534514,-0.2057608,0.1808791223060114,-0.2015154143212365,0.003196268413802502,0.22680896887446333,0.04010811502368441
1071,-0.80458003,0.40482852,-0.49336123,0.1817099907583813,-0.0355487577307908,0.09685714147344002,0.7690926488744634,0.040767987424262964
373,0.70370656,0.3923675,0.52955985,0.1828449309576673,0.0969054088930195,0.030327076603824075,0.7391939411255366,0.04064797695506251
252,-0.04238056,0.47597575,-0.021038175,0.1872499451415597,0.1441718535600491,0.0004554973974882249,0.006893178874463328,0.04019124423281735
877,0.042592194,0.39466006,0.033913974,0.187977248463989,0.2933486099407082,7.531150236840001e-05,0.07807957512553668,0.0397405034156213
1089,0.568357,0.38262114,0.555506,0.188315064107576,0.0868103890474161,0.0001651482009999986,0.6038443811255366,0.03930077724656995
2,-0.22797048,0.45858735,-0.14870426,0.1928448961621607,-0.0994461478829049,0.0062831336330884,0.19248309887446333,0.03893794599807015
309,0.9090638,0.46159285,0.7593487,0.1955973455265229,0.3364148216951755,0.022414611168009996,0.9445511811255366,0.038758344532526016
1393,0.38076067,0.4372541,0.55900633,0.2009648735792492,0.1168207406032596,0.03177151530883559,0.4162480511255367,0.03868321733657236
69,0.2631121,0.41203266,0.31811067,0.2023386175811202,0.5058453770238538,0.0030248427020448964,0.2985994811255367,0.038303872925566744
1323,-0.79696035,0.3615687,-0.77204365,0.2036535672369615,-0.270293752232129,0.0006208419388900007,0.7614729688744634,0.03790720944149646
96,-0.6614524,0.44009858,-0.12924741,0.2051736024533243,0.3847342452227507,0.2832421513809002,0.6259650188744634,0.040462781753365255
530,-0.3448602,0.463356,-0.36483854,0.2067098179478748,0.1987492505859449,0.0003991340691555993,0.30937281887446333,0.04004975445765175
101,0.06436138,0.48127717,0.38006958,0.2073091706419563,-0.1781800429505575,0.09967166754724,0.09984876112553667,0.040658141325912854
926,-0.11180484,0.49168685,0.34024525,0.2117711893207541,0.3339421082228485,0.2043492838690081,0.07631745887446334,0.042311587210186546
121,-0.1920385,0.39173266,-0.49225515,0.2144163248606664,-0.3313311912629464,0.09013003693722249,0.15655111887446332,0.04278977170745691
629,1.1042821,0.5513205,1.1145676,0.2180831564563418,-0.0150301031014572,0.00010579151024999891,1.1397694811255368,0.042367158042138024
1346,-0.20596348,0.39260146,-0.5327019,0.2181875679149016,-0.1067743187568253,0.10675799510409638,0.17047609887446333,0.04299844075843173
625,0.36549124,0.5866323,0.14030397,0.2236708759937093,-0.2073176550285858,0.050709306570052896,0.40097862112553667,0.04307330353330184
13,-0.060294677,0.43193346,0.11292534,0.2239105670497134,0.233114088983524,0.03000517428948029,0.024807295874463328,0.042947648444418944
1265,-0.52966684,0.5182327,-0.21222697,0.225236059182631,0.1697570557209222,0.10076807106561687,0.4941794588744633,0.0434983191360494
639,-0.91006154,0.43580607,-1.0300508,0.2260952835714249,-0.3936321544621609,0.014397422515347596,0.8745741588744633,0.04322378237547675
1319,0.66586083,0.3985342,0.5362611,0.2279052930575774,0.2747074800363133,0.01679609001607288,0.7013482111255366,0.0429767945964169
1196,-0.2600252,0.4244858,0.030434031,0.2309871977036772,0.4016141911408616,0.08436656487311138,0.22453781887446334,0.04336003321008999
80,-1.0355849,0.6093142,-0.6571338,0.2318220919795567,0.376920203136473,0.14322523509120993,1.0000975188744632,0.04427622772276082
688,0.095091194,0.4064021,-0.17433536,0.2381954077898291,0.1703695078198663,0.07259066800031491,0.13057857512553667,0.04453363172528403
45,0.22681785,0.4595697,0.15174687,0.2406193659391,-0.4512958110615752,0.005635652038160397,0.26230523112553666,0.04418319947585048
509,-1.1555804,0.34160706,-0.9123426,0.243426169209241,0.3483376874051849,0.05916462734884003,1.1200930188744633,0.04431696222471647
1197,-0.77731764,0.36607862,-0.92100763,0.244923716976514,0.2672117613468908,0.02064681322620008,0.7418302588744634,0.04410749187959685
715,-0.62950593,0.5471285,-0.6060765,0.2451557257917524,-0.0123399166333685,0.0005489381901248988,0.5940185488744634,0.043725399303373415
482,0.65819687,0.50705594,0.8962635,0.2455886148723803,0.1199297210034756,0.05667572031955687,0.6936842511255367,0.043838010790470665
1007,-0.4334711,0.3939391,-0.51329595,0.246084086055316,0.7238800794512861,0.006372006677522492,0.3979837188744633,0.04351502799639353
1153,-0.97589034,0.36042032,-0.7833976,0.2473058031600316,0.5870612342932612,0.03705345495270758,0.9404029588744633,0.043459800876362024
627,-0.2570449,0.38655975,-0.038039304,0.2532857770679642,0.1186464518373864,0.047963451079315225,0.22155751887446334,0.0434979674035057
128,-0.11284682,0.44738996,-0.28907248,0.2598457748923614,0.191276207055832,0.0310554832424356,0.07735943887446334,0.04339340871307654
1294,0.1534596,0.40466926,-0.14324546,0.2612842169200441,0.076835036488872,0.08803389262960358,0.18894698112553668,0.04376541274571426
1420,0.3249897,0.4907564,0.18182963,0.2651370453909203,0.4285337422583361,0.0204948056424049,0.36047708112553667,0.04357309367874476
153,0.3045832,0.56118196,0.2745779,0.2661076848797787,-0.4846318617863824,0.0009003180280900007,0.3400705811255367,0.043223316829149226
1326,-1.4728411,0.40356168,-1.1759287,0.270037282573548,-0.1734308178557853,0.08815697327375992,1.4373537188744632,0.04358863110918671
535,0.34752965,0.55652314,0.3396721,0.2721876254064472,0.1017186009661811,6.174109200250073e-05,0.3830170311255367,0.043237607802596514
1048,-0.12390123,0.55509144,-0.23807828,0.2736664650366928,-0.6119960761987605,0.013036398746702501,0.08841384887446332,0.042995998130149364
22,-0.77516925,0.5496254,-0.47550586,0.2739002593498406,0.0780251063552525,0.08979814730629211,0.7396818688744634,0.04336744375853146
693,-0.12541746,0.4736766,-0.2509456,0.2762106371919805,-0.4819883090953388,0.015757313931859595,0.08993007887446333,0.04315004116147105
12,0.7477488,0.46543077,0.47539037,0.2784209381292815,-0.3758190982184217,0.07417911439206488,0.7832361811255366,0.04339245579608506
392,0.29440477,0.61430895,-0.06997961,0.2785423557760109,-0.9503808985545198,0.13277597638798436,0.32989215112553666,0.044085351304549394
1475,0.41450307,0.5257757,0.28868148,0.2826608198203512,0.260952354939573,0.015831072510128094,0.44999045112553665,0.043868010698438466
1494,0.4130356,0.45254597,0.44345686,0.2907770926743691,-0.4428632696844043,0.0009254530599876003,0.4485229811255367,0.04354020491493884
1437,-0.19786063,0.5524298,-0.4307338,0.2937285864628648,-0.3063661749242319,0.05422991330584889,0.16237324887446333,0.04362118755426392
1433,0.038823497,0.6468616,-0.029095182,0.2983992196323189,0.4263429924535232,0.004612946957105041,0.07431087812553666,0.043327892512180013
103,-0.6876253,0.5051814,-0.94377077,0.2994759403685835,-1.543648253053094,0.06561050180152089,0.6521379188744634,0.04349418064120495
596,-0.453398,0.37978962,-0.09757069,0.2996562022391712,-0.5328193644582438,0.1266130745418361,0.41791061887446335,0.04410987615157999
1407,-0.15902509,0.41812268,-0.27908322,0.3064526368932848,-0.2264040042280133,0.014413954579096904,0.12353770887446333,0.04389152378707644
925,-1.0624739,0.3899228,-0.9356736,0.3110407333901324,-1.2458326388340957,0.016078316080090024,1.0269865188744633,0.04368850767242691
1017,-0.48863444,0.46460065,-0.24275443,0.3110524865978701,-0.6356262330453522,0.06045697931760011,0.4531470588744633,0.04381001833652236
170,-0.66518956,0.45037532,-0.40197,0.318849620537759,-0.2075943587502617,0.06928453676659357,0.6297021788744633,0.04399328825328546
319,-0.7069976,0.5759411,-0.97240907,0.3189261121185525,0.1376820126354364,0.07044324840756089,0.6715102188744634,0.04418221654010172
1351,0.08552103,0.42791608,-0.40886122,0.3213322779370017,0.0501955250929551,0.24441380911506252,0.12100841112553667,0.04560229875694541
478,-0.042524163,0.4907857,0.20332794,0.322125637491424,1.126281469071316,0.060443256549522616,0.007036781874463327,0.04570681254421708
667,-0.65698534,0.4939568,-0.5583428,0.3266751509108724,-0.0879784896226424,0.00973035069765159,0.6214979588744634,0.0454552288949404
388,0.65791714,0.39879832,0.384782,0.3315556369422953,0.1319989788046938,0.0746028047028196,0.6934045211255366,0.04565764261582845
19,-1.320526,0.471434,-0.88488144,0.3387239903800781,0.1833789695189411,0.18978618265759367,1.2850386188744634,0.04665163254715097
381,-0.4155077,0.78611267,-0.20212276,0.3436812062462983,0.1215098322658545,0.04553313261880359,0.3800203188744633,0.04664397158873763
1336,-0.2542331,0.66498256,-0.4642245,0.3458413234711666,0.4393181977791546,0.04409638807396,0.2187457188744633,0.0466266410886371
648,0.8499331,0.43329984,0.561869,0.3503860767510071,-0.2233261649214049,0.08298092570881002,0.8854204811255366,0.04687227814688152
982,0.10147104,0.4489552,-0.22734332,0.3532742385360499,-0.2562552659913809,0.10811888334220958,0.13695842112553666,0.0472833291884609
1267,-1.9837351,0.49122357,-1.8750654,0.3534232912330552,0.4450248193508354,0.01180910369809002,1.9482477188744634,0.04704683435185842
112,-0.43724313,0.5925347,-0.44750288,0.354194366672671,0.0821261958806705,0.00010526247006250025,0.4017557488744633,0.046735963014892884
1,-0.44049937,0.4345659,-0.24402966,0.3556708562489332,0.2511122363204604,0.0386003469474841,0.4050119888744633,0.04668243922497572
538,0.5570702,0.52562374,0.69679046,0.3563984503822535,-0.1831366003514808,0.01952175105446761,0.5925575811255366,0.04650491838725998
1031,-0.3632153,0.41372198,-0.4570994,0.3577365241218641,-1.731155594730159,0.008814224232809994,0.32772791887446334,0.04626017362002329
324,0.32333577,0.47307494,0.28395078,0.3647399178143295,-0.4798297783720766,0.0015511774373001006,0.3588231511255367,0.04597172848336056
442,0.022994202,0.40341607,-0.42573968,0.3711713393516815,-1.1032452891154143,0.20136209685478995,0.05848158312553667,0.04696782058830562
1166,-0.23570913,0.5925068,-0.47137314,0.3725079288009315,-1.5058839518885487,0.05553752560928012,0.2002217488744633,0.04702240469671947
216,0.12832431,0.45347762,0.16391036,0.3759192222594951,0.2827575350746723,0.0012663669546025007,0.16381169112553667,0.046732809521136454
937,0.06395692,0.41732144,0.12015191,0.3764004850341222,0.1406864406051964,0.0031578769011001,0.09944430112553668,0.04645875334113623
406,-0.20865208,0.82484245,0.04578565,0.3802402121324478,0.2676631839258412,0.06473855844755289,0.1731646988744633,0.046573002123051335
1126,0.03671975,0.5492517,-0.011374303,0.3826642308623593,0.4852984867957086,0.0023130379339668093,0.07220713112553667,0.046298095513181245
335,-1.0710641,0.45662934,-1.0685303,0.383203229994973,1.2509659795270798,6.420142440000717e-06,1.0355767188744633,0.0460123444306458
420,-0.096628934,0.47273627,0.13572673,0.3839620537300817,-1.2662265425277144,0.05398915459288089,0.06114155287446333,0.04606128191630369
9,0.40822664,0.438632,0.4789443,0.3854131863864013,0.4001881800837023,0.005000987435875602,0.44371402112553665,0.045810914267032786
1178,-0.4350851,0.4941234,-0.42716396,0.3862870083804497,0.7636476887624288,6.274445889959989e-05,0.3995977188744633,0.045533652631831976
702,-0.5616113,0.54491824,-0.43038106,0.3876375391914718,-0.1981449092844906,0.017221375890457614,0.5261239188744634,0.045363096747847796
853,-0.030005854,0.4500389,0.089905754,0.3936127003180228,0.0174683237461627,0.014378793733145665,0.005481527125536671,0.045177561999256766
1358,-0.78928035,0.8204291,-0.256187,0.3954999193903981,1.214666756987711,0.2841885198142224,0.7537929688744633,0.04660024627196489
1217,-0.17094214,0.4123317,0.12713966,0.3997849925624482,1.9164910412713323,0.08885275949123997,0.13545475887446332,0.04685026114308486
27,0.23541148,0.39961034,-0.10513355,0.4012932937951308,-0.4113313593140891,0.11597091745770091,0.2708988611255367,0.04725685323905319
291,0.13459079,0.41178912,0.28513068,0.4081578328659722,0.3880811645112267,0.022662258481212113,0.17007817112553666,0.04711302519953365
1469,0.13665137,0.4908824,0.03979117,0.4083234915097504,0.6470592058829886,0.00938189834404,0.17213875112553667,0.046893658182931945
281,0.5154368,0.56735224,0.65118426,0.4083663682977841,-0.0893549087952002,0.01842737289645158,0.5509241811255366,0.046729113181276
1094,0.28777155,0.63364244,0.047830615,0.4110178705796399,-2.074283239260295,0.057571652288674224,0.32325893112553666,0.04679142662442196
1430,0.5165716,0.33872733,0.7016913,0.4150194091228286,0.8230584686845822,0.03426930332809,0.5520589811255366,0.0467198716341572
734,-0.086767346,0.46108034,0.27972326,0.4176119186762946,0.3096205367500586,0.13431536428624719,0.051279964874463325,0.04721757329695317
1490,-0.48915204,0.70922107,-0.25909525,0.4210306530866473,0.6227314205561472,0.052926126625104104,0.45366465887446333,0.047249825010671535
352,-0.24603713,0.39236966,-0.4432431,0.4237316002508535,-0.5529291129990599,0.038890194603640904,0.21054974887446332,0.0472028607949017
429,0.6088608,0.9520588,0.69279426,0.4239361837392648,-0.9943453735243596,0.007044825707571602,0.6443481811255366,0.04697851423016801
765,-1.176942,0.45420748,-1.2262381,0.4251252647538867,0.2226014986645045,0.0024301054752100064,1.1414546188744632,0.046731023070418244
1334,-0.42385572,0.48838592,-0.50415367,0.4265037343742778,0.6981786630142123,0.006447760774202501,0.3883683388744633,0.046508463610218154
980,-0.66496736,0.47272548,-0.53611666,0.4280809222371451,-1.0729278332441785,0.016602502890489996,0.6294799788744634,0.046344145144725145
1404,-0.23270288,0.44601783,0.26990125,0.4313561302083006,-0.3200957959006911,0.2526109114930568,0.19721549887446332,0.047471285944442804
1452,0.22328117,0.5104719,0.35222325,0.4319401525426967,-1.107163289930812,0.016626059994726397,0.25876855112553665,0.04730364884688999
730,0.7621856,0.5411002,0.36342385,0.4352151116530266,1.41697134998905,0.1590109332630625,0.7976729811255366,0.047907472005896325
1238,0.15065998,0.4243874,0.21670404,0.4364843083024912,0.9722352879639156,0.004361817861283599,0.18614736112553668,0.047673355585764
1383,-0.86916214,0.46230385,-0.7703286,0.4413945807008614,-0.047468110680926,0.009768068628931599,0.8336747588744634,0.04747065351647613
1183,-0.3730902,0.6823946,-0.36312106,0.4433674747897268,0.7928890319706554,9.938375233959975e-05,0.3376028188744633,0.047218678677305184
1292,-0.9642938,0.48703846,-0.845888,0.4463247986093237,2.286746271909355,0.01401993347364,0.9288064188744634,0.04704302394077786
277,-0.37840477,0.4519358,-0.55727565,0.4477087546823484,-0.4695085144413367,0.031994791711974405,0.3429173888744633,0.046963822718521
996,0.32466203,0.6134824,0.20666154,0.4480783895177305,0.2397195260378417,0.013924115640240096,0.36014941112553667,0.04679083995894885
1317,0.096647575,0.4713387,0.22906078,0.448690238697629,0.7868637674398352,0.01753325685837202,0.13213495612553666,0.04663845671363334
1396,-0.12069136,1.0177191,0.3314986,0.4504098129393257,0.0151958745159636,0.2044757599248016,0.08520397887446332,0.0474562665748311
663,-0.5354722,0.4268822,-0.6166754,0.4508922813023704,-0.2562062089769992,0.006593959690240005,0.4999848188744633,0.047245636126972385
833,0.27023938,0.49705753,0.4877569,0.4513880628756685,0.2186583777242172,0.047313871506950406,0.30572676112553665,0.04724598605199792
301,0.9579688,0.45908245,0.93425786,0.4543168556055365,0.1888080442750043,0.000562208675683598,0.9934561811255366,0.047007803514363664
968,-0.41278288,0.5249329,-0.6052672,0.4545068051889462,-0.7660867750608658,0.037050213445862394,0.37729549887446334,0.046957257371883956
1129,-0.9262407,0.6063105,-0.884176,0.4618034960003594,-0.0649909954046659,0.0017694389860900056,0.8907533188744634,0.0467290360669052
900,0.5184978,0.5476126,0.6755666,0.463221305203766,-0.1272526380396672,0.024670607933440003,0.5539851811255366,0.04661818969437523
1146,0.33428136,0.42771766,0.52071023,0.4678443208570571,1.3493778158896772,0.03475572356947691,0.3697687411255367,0.046558877363750736
16,0.57899344,0.47238556,0.26412952,0.468116119694366,-0.219656981258355,0.09913928811776637,0.6144808211255366,0.04682047144710405
659,-0.16018286,0.45598647,-0.130298,0.4697076647693267,-0.4279532228532229,0.0008931048572196008,0.12469547887446333,0.04659310824616403
997,0.37401322,0.44671407,0.34254712,0.4717202682196807,-1.5984318784698277,0.0009901154492099999,0.40950060112553666,0.04636846296144997
1210,-1.5355551,0.49833438,-1.5027672,0.4720073765422427,0.6082839433503658,0.0010750463864099987,1.5000677188744633,0.04614643640961153
310,0.56148165,0.622832,0.36050487,0.4737143586706008,-1.3649299544921287,0.04039166609916843,0.5969690311255367,0.04611836435931669
38,0.07401562,0.52797145,0.17653397,0.4748412070669011,-0.0212043614283023,0.010510012086722502,0.10950300112553668,0.04594550828032351
876,-0.5366037,0.7475529,-0.43687683,0.4750938736145381,0.7078790160857437,0.009945448599996905,0.5011163188744634,0.04577159494853449
910,0.43945247,0.714654,0.18028554,0.4752832016103323,-1.0123741629504843,0.0671674976056249,0.47493985112553666,0.04587445986515512
