,y_preds,y_uncertainty,response,noise_feature_test,hetero_noise_test,sq_error,distance_from_mean,cummulative_sq_error
765,-1.176942,0.45420748,-1.2262381,0.4251252647538867,0.2226014986645045,0.0024301054752100064,1.1414546188744632,0.8012427289878525
916,-1.1717995,0.6918661,-1.0638592,4.696133456234942,-3.196839306115044,0.011651108364090022,1.1363121188744634,0.7708738205023232
509,-1.1555804,0.34160706,-0.9123426,0.243426169209241,0.3483376874051849,0.05916462734884003,1.1200930188744633,0.7445142207558979
1091,-1.1547637,0.44767118,-1.3361005,0.0226399489269739,-0.0037724792725103,0.032883035034239984,1.1192763188744632,0.7190988212658386
1186,-1.1531497,0.5438532,-1.261051,3.731739256821248,-1.845165608305136,0.011642690541689996,1.1176623188744632,0.6947037822753508
159,-1.1512388,0.33987582,-0.07341206,1.316932204733688,8.755234683395345,1.1617104814590273,1.1157514188744633,0.71027067224814
815,-1.1438344,0.48783737,-2.593007,4.729708459859998,-11.996940870856903,2.10010122459076,1.1083470188744633,0.7551039158720955
952,-1.14288,0.4918493,-2.183716,2.543335023189322,-9.110753755167243,1.0833395788960003,1.1073926188744632,0.7653612803415926
1427,-1.124028,1.0472618,-8.23742,11.37787719616251,-66.34025011102813,50.600345745664,1.0885406188744633,2.2755123247453017
489,-1.0942291,0.5094464,-1.0696757,0.1319485371513787,0.255783907418998,0.0006028694515600028,1.0587417188744632,2.2086032231190154
1384,-1.0930871,0.5425249,-0.8347535,1.2333731729935054,1.7482621329994212,0.06673624888895997,1.0575997188744632,2.1474070238552994
1312,-1.0833917,0.52490497,-1.4961668,2.6409657553528083,-4.940141298796581,0.17038328318000995,1.0479043188744632,2.0924896977254304
516,-1.0811079,0.45828345,-0.9501474,0.1071927489764181,0.1271144257534789,0.01715065256024998,1.0456205188744632,2.0363994532615064
335,-1.0710641,0.45662934,-1.0685303,0.383203229994973,1.2509659795270798,6.420142440000717e-06,1.0355767188744633,1.9828101629162678
417,-1.0693101,1.1070485,-0.4953053,3.49961517076614,4.814011852076034,0.32948151042303997,1.0338227188744633,1.9404171205446465
925,-1.0624739,0.3899228,-0.9356736,0.3110407333901324,-1.2458326388340957,0.016078316080090024,1.0269865188744633,1.8923086504330324
1057,-1.047247,0.49361193,-1.3202958,3.0952235877747865,-3.869404731704955,0.07455564718143999,1.0117596188744633,1.847973211329335
500,-1.0415059,0.5021953,-0.6875053,1.4184953685057442,2.917779836247588,0.12531642480036,1.0060185188744633,1.8069575735548358
71,-1.0379596,1.5778594,-0.11001319,6.475167021583603,7.039142953001265,0.8610845398318882,1.0024722188744633,1.7849605262589534
80,-1.0355849,0.6093142,-0.6571338,0.2318220919795567,0.376920203136473,0.14322523509120993,1.0000975188744632,1.7476483605505955
713,-1.0209072,0.33330518,-0.77378345,1.7712676595694228,1.4362984878787035,0.061070147814062434,0.9854198188744633,1.7101688447120058
975,-1.015487,0.3133799,-1.2881405,0.0445703212892533,-0.0215315216025215,0.07433993106224994,0.9799996188744634,1.6746073465891853
871,-0.99919575,0.46452633,-0.63730174,1.4170463090148224,4.64273032266887,0.13096727447388018,0.9637083688744634,1.6417639407994977
480,-0.99251956,0.4325484,-1.754083,3.23226408428705,-8.107335746332108,0.5799788731446337,0.9570321788744633,1.6196434185566881
1293,-0.991677,1.0549378,-0.7268111,7.686550303345627,1.8420563960931924,0.07015394498281,0.9561896188744634,1.5880211844021193
563,-0.99028856,0.38070387,-0.91444105,1.1279694604835029,-0.0723183132901207,0.005752844773200101,0.9548011788744634,1.5563758176095408
857,-0.9886543,0.746456,-2.0749562,4.000423518279924,-11.317192829007595,1.1800518179436101,0.9531669188744634,1.5489969156553067
950,-0.98788327,2.740422,0.58740115,11.588350905133357,15.675266360028669,2.4815210038947364,0.9523958888744634,1.566930071198373
1232,-0.98718387,0.6165726,-0.50347304,2.257328889294915,1.3319558697831302,0.23397616705928884,0.9516964888744633,1.5417799975353712
111,-0.9834673,0.5673495,-1.3267365,1.240446735769709,-0.189803029955464,0.11783374366863995,0.9479799188744634,1.515410622463765
1116,-0.98292,0.47362125,-0.46773311,1.596079329219691,1.0112790901146933,0.2654175316278722,0.9474326188744634,1.4926834753576579
1070,-0.9784036,0.44292474,2.6304424,6.185549594148096,31.88930372070381,13.023769451716001,0.9429162188744634,1.6985957249354855
1153,-0.97589034,0.36042032,-0.7833976,0.2473058031600316,0.5870612342932612,0.03705345495270758,0.9404029588744633,1.6694458605498228
400,-0.97491235,0.59932804,-1.3842545,1.4145621388190093,-2.6958321118506454,0.16756099576662248,0.9394249688744634,1.6435512939156298
368,-0.9658522,1.4608091,-1.3426815,2.1275400654526826,-4.942681070037004,0.14200032133849003,0.9303648188744634,1.6181012774312713
610,-0.9646559,0.40288118,-1.0902402,0.0116807169217364,-0.0124406611966943,0.015771416406489994,0.9291685188744634,1.591395779747525
1292,-0.9642938,0.48703846,-0.845888,0.4463247986093237,2.286746271909355,0.01401993347364,0.9288064188744634,1.5655371593168055
395,-0.9478748,0.5781059,-0.7377605,0.0820663414991406,0.4486549115970891,0.04414801906448999,0.9123874188744634,1.540998624796607
573,-0.94699126,0.8669201,-0.7134777,3.0868612833276026,0.0731397149739887,0.054528582703873604,0.9115038788744634,1.5174038622237063
511,-0.9427655,1.3380916,-7.1381965,8.536516899360027,-56.66249203958564,38.383365275761,0.9072781188744634,2.0934345093102267
225,-0.9419602,0.57402205,-0.16872132,2.36687715840493,5.057989309934497,0.5978983655436545,0.9064728188744634,2.0704262609445867
1489,-0.94087994,0.75641,0.60425436,5.539088274263697,11.352507375409427,2.3874400050364897,0.9053925588744633,2.075229499491434
556,-0.93315554,1.132095,-1.110236,5.791992653482877,0.1538066315233789,0.0313574893138116,0.8976681588744634,2.0447239471007235
581,-0.9287763,0.43124232,-2.369298,2.867902391155135,-14.449743242491849,2.0751027681708902,0.8932889188744634,2.045170694469402
1129,-0.9262407,0.6063105,-0.884176,0.4618034960003594,-0.0649909954046659,0.0017694389860900056,0.8907533188744634,2.015556183520369
941,-0.92599374,0.48116127,-0.47152373,3.1456532075262693,1.0452027587541932,0.20654298998940013,0.8905063588744634,1.9897131378984978
231,-0.92531735,0.60944915,-0.8860483,0.8671514902484388,-0.7381009727620261,0.0015420582879025022,0.8898299688744634,1.9617107283265176
229,-0.916495,0.46613398,-0.4993223,5.4762496811375785,4.158299904417026,0.17403306162528995,0.8810076188744633,1.9368818718445562
639,-0.91006154,0.43580607,-1.0300508,0.2260952835714249,-0.3936321544621609,0.014397422515347596,0.8745741588744633,1.9105464684290874
286,-0.904797,0.49033806,-0.10873344,2.187338076582573,4.500270943278834,0.6337171915598736,0.8693096188744633,1.8932920187416655
884,-0.89054906,0.39136317,0.40402743,3.895225617927276,6.757145787562028,1.6759282884607203,0.8550616788744634,1.8903938356712529
237,-0.88909405,0.74000156,-0.04402319,4.814094701682437,3.348376503403206,0.7141447584211396,0.8536066688744633,1.874916874128488
1051,-0.8763165,0.38029182,-0.8329306,0.5459888476963706,0.250872404082999,0.0018823363188100078,0.8408291188744634,1.8505917502608298
521,-0.8726923,0.6362237,-1.5566833,5.057352069947754,-3.397028389012558,0.467843688081,0.8372049188744634,1.8328642110021138
834,-0.87054247,0.9304394,0.18046805,1.3442837281606752,5.572178148237887,1.1046231131506703,0.8350550888744633,1.8236459692571587
1383,-0.86916214,0.46230385,-0.7703286,0.4413945807008614,-0.047468110680926,0.009768068628931599,0.8336747588744634,1.800972495499306
590,-0.86231256,0.66947174,-1.2442942,5.904105804002127,-4.7513001057343365,0.14590997329708952,0.8268251788744634,1.7805396248548342
604,-0.8622641,1.3458083,-0.13225679,9.17123126502446,8.37139666824515,0.5329106726534361,0.8267767188744634,1.7653246376328657
73,-0.86185163,0.62627685,-0.11470849,1.993672605346632,6.068420362978942,0.5582228716490595,0.8263642488744634,1.7507812428619767
735,-0.86166793,0.43074796,-1.9135029,3.317855033269975,-8.892393901159858,1.1063568041149006,0.8261805488744633,1.743109523353083
1054,-0.86086375,0.3698129,-1.5551699,2.152741079645598,-10.37579306405427,0.48206102992782257,0.8253763688744634,1.7282736587245504
156,-0.85393804,0.4096478,-0.49145278,4.400864842101841,3.451592304571372,0.13139556371726757,0.8184506588744633,1.7097053087826053
287,-0.851536,1.3236568,0.12656027,3.735920931506161,7.401151345361446,0.9566723133879129,0.8160486188744633,1.7010497571114018
206,-0.8422238,0.5831965,-0.587814,1.1847399710329352,-0.7674165966471411,0.06472434633604,0.8067364188744633,1.682455150170773
1367,-0.8422108,1.0434781,-1.5112817,5.321878030823851,-7.270986173215805,0.44765586922681005,0.8067234188744634,1.6685810009466835
759,-0.8399781,0.47567073,-0.5303796,1.8288718157729464,2.189480271941907,0.09585123120225,0.8044907188744633,1.651106225727301
1000,-0.8387226,0.50028247,-0.3286654,1.2520863426132536,1.9953230782080096,0.26015834727184,0.8032352188744634,1.6358210842058125
1339,-0.83544815,0.46670285,-0.6000281,2.2219080418433226,2.281398955873017,0.05542259994200249,0.7999607688744633,1.6186428398116406
240,-0.83301914,0.49869993,-0.7938545,0.5029597445066961,0.2289039249947826,0.0015338690263295978,0.7975317588744634,1.6012545713085728
695,-0.8315905,0.4136115,-0.7520663,1.1046550178111472,2.125050688237221,0.006324098385640007,0.7961031188744634,1.584287225851946
894,-0.8304225,1.0219787,-0.49174398,3.074742766022704,4.203588510691082,0.11470313990939035,0.7949351188744633,1.5688179196841294
1019,-0.8259336,0.40633887,-1.3599783,1.9836558101989876,-2.4508999352418948,0.28520374159809003,0.7904462188744634,1.5554469386624
750,-0.8166416,0.6388667,-1.2660425,2.897561114896802,-5.097780445140207,0.20196116892080998,0.7811542188744633,1.5414934771186721
140,-0.8154604,0.57349885,-1.9063541,6.541770602012275,-6.496171158817162,1.1900490646996902,0.7799730188744634,1.5379073096450089
533,-0.80986434,0.5661928,0.088983916,2.454816573235054,6.936201820836053,0.8079281873142414,0.7743769588744633,1.5305337831568193
260,-0.808653,0.82720125,-0.21734123,1.5600850753068205,3.8607941589374777,0.3496496093405328,0.7731656188744633,1.5187249414186565
1440,-0.80636424,0.49089158,-0.78288835,0.8869978252342381,-2.472554295351169,0.0005511174112920973,0.7708768588744633,1.5036935174185837
1071,-0.80458003,0.40482852,-0.49336123,0.1817099907583813,-0.0355487577307908,0.09685714147344002,0.7690926488744634,1.4899010039289253
689,-0.80078495,0.7802938,-0.7399769,0.005036580424434,0.0089786728363284,0.0036976189448025003,0.7652975688744634,1.4754718448514097
1045,-0.7987556,0.44937,-0.3485931,0.8980178460786153,2.2958899509497246,0.20264627640625002,0.7632682188744634,1.463233137462514
1118,-0.7975415,1.3595257,1.0663093,7.23941331533794,18.737179409295035,3.473939804660639,0.7620541188744634,1.4823827247691628
1323,-0.79696035,0.3615687,-0.77204365,0.2036535672369615,-0.270293752232129,0.0006208419388900007,0.7614729688744634,1.4684038390820846
673,-0.79334337,0.5816442,-1.3270363,1.187420797534862,-4.80834691315904,0.284828143531985,0.7578559888744634,1.4573423839834856
55,-0.79122037,0.46998864,-0.95321506,1.529021667797876,-1.9076502444101169,0.0262422795881961,0.7557329888744634,1.4440914570909367
1187,-0.79046607,0.3818268,-0.3362675,1.5987592096281689,6.112431665370541,0.20629634099004493,0.7549786888744634,1.4327355385945981
1358,-0.78928035,0.8204291,-0.256187,0.3954999193903981,1.214666756987711,0.2841885198142224,0.7537929688744633,1.422294202060231
1236,-0.7884639,0.76597196,-0.6728478,0.921151682411971,0.0274033215780889,0.01336708257921,0.7529765188744634,1.4096011649477893
592,-0.7824235,0.48499086,-0.028016996,2.066064293740371,4.389212726457878,0.5691291732775021,0.7469361188744634,1.4020969507364476
1197,-0.77731764,0.36607862,-0.92100763,0.244923716976514,0.2672117613468908,0.02064681322620008,0.7418302588744634,1.3898717282806046
22,-0.77516925,0.5496254,-0.47550586,0.2739002593498406,0.0780251063552525,0.08979814730629211,0.7396818688744634,1.3784675740615315
1235,-0.7713598,0.70951813,-1.8143512,4.436695766282261,-5.657573193128347,1.08783106047396,0.7358724188744634,1.3759403000303354
1052,-0.7629367,0.4224032,-0.20807554,1.8862312593800643,5.456400998124295,0.30787090687654556,0.7274493188744634,1.3667328052617684
427,-0.76089567,1.5991867,-0.5548117,3.248877054026381,2.773999049694449,0.0424706026909609,0.7254082888744634,1.3554143248979154
399,-0.758223,0.5757411,-1.2057978,1.4869280910829683,-4.370541326900552,0.20032320159504005,0.7227356188744634,1.3456254170733148
1436,-0.7577431,1.0986938,-0.25470364,3.727610068255148,3.06237512279299,0.2530486983170916,0.7222557188744634,1.3364441001089766
1286,-0.75765514,0.6940055,-1.0543854,2.0686714022475883,-2.7906045981334247,0.08804884719966755,0.7221677588744634,1.3260408063347324
304,-0.7562498,0.6084871,0.0006200087,1.759366310317959,2.643520447983342,0.5728519073215745,0.7207624188744634,1.3198161046899957
921,-0.7524243,0.43795767,-0.71618503,1.2873741191591204,-0.8880606748080841,0.0013132846901329034,0.7169369188744634,1.3090087045260623
119,-0.75241685,0.5124844,-0.8885468,1.882710307577692,-3.63760800963142,0.018531363287002486,0.7169294688744634,1.2985170188249315
63,-0.75006354,0.710467,-0.74384195,1.3070227114724176,-0.4001707022650979,3.870818212809999e-05,0.7145761588744634,1.2880454195455542
666,-0.7500484,1.3322927,-1.9229907,5.017089014651443,-11.806654273233145,1.3757936391292898,0.7145610188744633,1.288747405302224
1375,-0.743085,0.45079523,-0.9339365,0.0139242148140021,0.0410921756444571,0.036424295052249984,0.7075976188744634,1.2788083329986528
934,-0.7423305,0.71804863,-1.0120366,0.642048705874269,-2.5883181837520906,0.07274138037721004,0.7068431188744634,1.2693117428205312
1282,-0.73956156,0.6047329,-0.48150074,0.7954124278539108,1.7784913798273576,0.06659538681907239,0.7040741788744633,1.2599155212892699
315,-0.7383547,0.898622,-1.0918437,1.3931573441691516,-4.425627431393258,0.12495447312100004,0.7028673188744634,1.2511173736290506
1303,-0.7366021,0.41484,-1.1771666,1.1129477157848606,-2.5385275749837235,0.19409707866025003,0.7011147188744634,1.242986448283137
78,-0.7330674,0.5604412,0.07949157,1.6533918605313875,9.78655071886967,0.6602520797274609,0.6975800188744634,1.2385380943246966
1479,-0.7275302,0.4152333,-0.54010904,0.8686371807040847,-1.432618578776332,0.03512669121574559,0.6920428188744634,1.2294213412708408
8,-0.721714,2.1723614,-1.0909294,1.7701774172740798,-6.083573754223965,0.13632001159716006,0.6862266188744633,1.221202534280813
704,-0.72069675,0.7160685,-0.7585819,0.6876750117384103,1.4171963455007373,0.0014352845905225026,0.6852093688744634,1.2120997936114826
151,-0.7197369,0.51901406,-0.6882443,0.8379847011658094,0.213793827407184,0.0009917838547599989,0.6842495188744634,1.2031286231688403
1092,-0.7166595,0.6731866,-1.1659654,1.196807443174989,-2.568146876541089,0.20187579177480994,0.6811721188744634,1.1957664699968251
142,-0.7116347,2.9735365,-0.12025423,8.542026658924353,2.542954873884024,0.34973086029742084,0.6761473188744633,1.1895910275902601
990,-0.7115617,0.69901204,-1.0363936,1.9026558326310528,-0.1613191670488657,0.10551576325761004,0.6760743188744633,1.1817354097327772
169,-0.7103042,0.52539474,-1.267228,1.8353707356796691,-5.585313134572552,0.31016411900644,0.6748168188744634,1.175465112677192
774,-0.70853084,0.48355165,-0.8783175,1.3588207489713766,2.0412455010958888,0.028827509913955593,0.6730434588744634,1.167274844086026
141,-0.7073992,0.3676105,-0.5424583,0.1490476416061953,-0.3322378301373308,0.02720550049281002,0.6719118188744634,1.1591892459045139
319,-0.7069976,0.5759411,-0.97240907,0.3189261121185525,0.1376820126354364,0.07044324840756089,0.6715102188744634,1.1515220205700285
283,-0.70651686,0.79917246,-0.72042257,3.581242357481446,-0.0667477603790065,0.0001933687706040989,0.6710294788744634,1.1434707712567456
652,-0.7054756,0.52961314,-0.5826954,1.6258876122068575,-0.0111548830584201,0.015074977512040002,0.6699882188744634,1.1356346893557407
998,-0.70467097,0.45976728,-0.4513619,2.359978300006208,0.9133222203430542,0.06416548494426491,0.6691835888744634,1.128245246566696
840,-0.70114726,0.563889,-1.9264932,2.529215079687078,-12.694989030263832,1.5014726726744836,0.6656598788744634,1.1308015988003108
1088,-0.70074934,0.60250646,0.39737186,9.034127307195936,11.44083587185078,1.20587016988944,0.6652619588744634,1.1313122693519375
836,-0.7000226,0.7869468,-1.2593331,2.4755696777681915,-4.301692648908335,0.31282823541025007,0.6645352188744634,1.1257819718253046
949,-0.6968406,0.64310926,-0.5603697,1.968960378102515,0.8402162777836641,0.018624306546810018,0.6613532188744634,1.1183513834677308
637,-0.6960614,0.37364024,-0.6588771,0.9476658835873428,-0.0259425062216779,0.0013826721664900044,0.6605740188744634,1.1109049253923893
1456,-0.6942761,1.2145203,-0.89239997,5.975906985430988,-2.979289846653739,0.039253067863776935,0.6587887188744633,1.1038078932233255
1305,-0.69218,0.61571443,-0.5242306,1.181766756624479,-2.365682783130302,0.02820700096036001,0.6566926188744634,1.0967315715637007
1220,-0.6908143,1.2358818,-0.34561053,2.893786596877425,4.877290659713312,0.11916564282221287,0.6553269188744634,1.0903422517680048
103,-0.6876253,0.5051814,-0.94377077,0.2994759403685835,-1.543648253053094,0.06561050180152089,0.6521379188744634,1.083688149495495
1224,-0.6827677,0.46262863,-0.93482894,3.924133674081589,0.0658289467430412,0.06353486871033764,0.6472803188744634,1.0771065154259136
675,-0.6812401,0.51991254,-0.60063386,3.3201615516809504,-1.5596141973888074,0.006497365926937608,0.6457527188744634,1.0702436362624586
507,-0.6808475,0.6980783,0.114109345,1.768720637077244,6.888645358810629,0.6319563854123541,0.6453601188744634,1.0674519977220123
524,-0.6797846,0.51186943,-0.4233363,0.777332768034803,-0.6385321453960516,0.06576573057288998,0.6442972188744633,1.0611122112210682
1018,-0.67937034,0.743551,-0.20755605,2.3138162631577157,2.279202305185911,0.22260872424820408,0.6438829588744633,1.055838604384761
537,-0.67866105,0.4069598,-0.67976063,0.8879712223028593,0.1477661973881187,1.2090761763999755e-06,0.6431736688744634,1.0492396206640824
638,-0.67682946,0.9476051,-2.7185595,9.342603459178653,-17.960872755968232,4.168661556238401,0.6413420788744634,1.0686149121893886
594,-0.6762094,1.6302454,-1.5308353,8.259116675390484,-8.655705276580614,0.7303854289508099,0.6407220188744633,1.066527075873101
401,-0.67500436,1.108812,-1.1038891,4.337289301851735,-1.4335138441804698,0.18394212020486758,0.6395169788744633,1.0611124442432345
782,-0.6748074,0.6919999,-0.57070535,1.6721945374631015,0.2034433853662136,0.010837236814202489,0.6393200188744633,1.0547083271247648
969,-0.6728206,0.41358402,-0.84635776,1.5227908052203387,0.852978933865721,0.03011514590086559,0.6373332188744634,1.0484986714809839
1214,-0.6695428,0.5024403,0.30987284,2.081878980687568,6.133771664182384,0.9592549958766097,0.6340554188744634,1.047961058977343
741,-0.6690003,0.5551606,-0.11940604,5.393980966710087,2.251265877423821,0.3020538506249476,0.6335129188744634,1.043494548747688
781,-0.6688649,1.3852112,-3.8043692,16.632603126853823,-31.07336907792061,9.83138721531849,0.6333775188744634,1.0958034336677525
143,-0.6684884,0.64954215,-1.0284543,1.9540953702450448,-4.254442481649087,0.12957544916280997,0.6330010188744634,1.0900861083156521
928,-0.6653981,1.0267171,-0.4900522,1.6336422292463866,2.967878810644406,0.03074618464681,0.6299107188744634,1.083854696999953
170,-0.66518956,0.45037532,-0.40197,0.318849620537759,-0.2075943587502617,0.06928453676659357,0.6297021788744633,1.077921538168179
980,-0.66496736,0.47272548,-0.53611666,0.4280809222371451,-1.0729278332441785,0.016602502890489996,0.6294799788744634,1.0717510786607505
262,-0.6639444,0.524713,-1.2640946,1.8125834617519867,-5.398961510555803,0.36018026256004,0.6284570188744634,1.0676379525561221
587,-0.6626206,0.46983546,-0.6578374,0.6260313401767686,0.163676108223136,2.2879002239999882e-05,0.6271332188744634,1.0615022337425941
96,-0.6614524,0.44009858,-0.12924741,0.2051736024533243,0.3847342452227507,0.2832421513809002,0.6259650188744634,1.057055033271956
139,-0.65916467,1.132715,-0.11828767,3.2959130693442718,1.0536835675962706,0.2925479291290001,0.6236772888744634,1.0527112429075074
1134,-0.658751,0.7141367,-3.0374112,8.082777745125878,-20.59180116527908,5.658024347064041,0.6232636188744634,1.0787299610100867
1389,-0.6570566,0.46997824,-0.3096284,0.84897900324564,-0.1289465075939822,0.12070635415523998,0.6215692188744634,1.0733478059153965
667,-0.65698534,0.4939568,-0.5583428,0.3266751509108724,-0.0879784896226424,0.00973035069765159,0.6214979588744634,1.0674058089588727
233,-0.65462106,0.594674,-1.7269845,2.473115361072897,-8.83028181751465,1.1499633474486335,0.6191336788744634,1.0678644619504827
86,-0.65409017,0.4130458,-0.9478548,0.766217440446981,-0.5768466326814653,0.08629765783903688,0.6186027888744634,1.0624414409332923
1459,-0.6509746,0.55388105,-0.094427615,7.889360032534944,3.301210690381501,0.3097445465125902,0.6154872188744633,1.0583057437112005
210,-0.64843565,0.867243,-0.5771411,7.5003481416303,2.00207828811956,0.00508291285970251,0.6129482688744634,1.0525504276956186
847,-0.6455718,0.513151,-0.65481603,0.7358660746919242,-1.403566214892476,8.545578829289934e-05,0.6100844188744634,1.0468305093700352
81,-0.6423135,2.468459,-3.532404,11.693789982272662,-31.26577635602232,8.352623098190252,0.6068261188744634,1.086321280120415
1445,-0.6419823,0.8732676,0.61177176,1.949136527953164,10.29545288882562,1.5718992429664833,0.6064949188744634,1.0889319143292646
1276,-0.63928014,0.56992567,0.60068685,3.438642934939604,10.57574503621721,1.5375181362896604,0.6037927588744634,1.091330771131192
1429,-0.638489,1.1509409,-0.9077341,1.2219450219750332,-5.281979396686183,0.07249292387401,0.6030016188744634,1.085911420879824
1461,-0.63759923,0.83572793,-2.0152876,7.317374046240193,-10.073807006769478,1.8980252448332575,0.6021118488744633,1.0902083194192602
744,-0.635319,0.47106302,-1.1703945,2.7084940427780526,-5.113369706174294,0.28630579070025003,0.5998316188744633,1.0859772534786338
1032,-0.63193095,1.582667,-3.1914032,6.889252033678922,-25.94553840771361,6.550898198520061,0.5964435688744634,1.1145894050233534
715,-0.62950593,0.5471285,-0.6060765,0.2451557257917524,-0.0123399166333685,0.0005489381901248988,0.5940185488744634,1.1087871109252636
526,-0.6189121,0.69409466,-0.29474747,0.7379667906239789,2.5513245090857724,0.10508270734303687,0.5834247188744633,1.1035865699740603
733,-0.6176746,2.7366638,2.2666326,12.041938204071252,22.66616651487673,8.319228023971839,0.5821872188744633,1.140780598087451
422,-0.61680496,0.5602339,-0.80111414,0.9913621100230924,-0.9736021979012688,0.03396987383227243,0.5813175788744633,1.135104645655373
1006,-0.61675006,0.90390855,0.67096925,3.5229087431228345,11.975059684095104,1.658221021346876,0.5812626788744634,1.13777360675584
317,-0.61627656,0.9912746,-0.38009563,1.3812343131490774,2.468992506061707,0.05578143169566488,0.5807891788744634,1.1322812606895447
1162,-0.6118079,1.6371975,-1.1150597,6.792492434125809,-2.872115498765268,0.25326237420324005,0.5763205188744633,1.1278417713638562
136,-0.6098374,0.5795573,-0.93670535,3.8045996405588736,-4.759186412957667,0.10684265673720252,0.5743500188744634,1.1227111225466369
1005,-0.6089493,0.84579784,-0.35479498,3.052523059361729,-0.8456134927832003,0.06459441837466243,0.5734619188744634,1.117420539025777
870,-0.60755515,0.557597,0.6153489,2.7925136226908336,9.45575458900544,1.4954943155064022,0.5720677688744634,1.1193015030878697
364,-0.6073045,0.5578348,-0.3558787,0.8715426640387217,1.735749789003169,0.06321493290564002,0.5718171188744634,1.114073351750334
1252,-0.6062214,0.39749143,0.0133929765,0.940873819923474,3.226309149792656,0.38392197556548385,0.5707340188744634,1.1104765469415416
981,-0.6061749,0.6089556,-0.9261983,2.077615391217181,-1.8670414796639263,0.10241497654756004,0.5706875188744633,1.1055350686552965
565,-0.6041987,0.68805856,-0.04782753,3.078478638600358,4.060767887847565,0.3095488788071689,0.5687113188744634,1.1016522091926226
295,-0.6023237,0.52675605,0.04009621,1.7569576669174298,4.487767632896198,0.41270334076440807,0.5668363188744634,1.0983077972099615
943,-0.60078365,0.5365219,0.10335774,1.737520353358276,7.287627438723736,0.4958150971111321,0.5652962688744634,1.0953972044558606
810,-0.600727,0.8095825,-0.966758,2.557607877787933,-5.359230981403047,0.13397869296099998,0.5652396188744634,1.0907750000736738
1349,-0.59996337,0.41235068,-0.7326488,0.737859393500014,-0.6286147661487282,0.017605423334284897,0.5644759888744634,1.0856402174098492
1033,-0.5973311,1.2081321,-2.0300345,6.534423438991362,-13.401176366184131,2.0526390323715606,0.5618437188744634,1.0902449736715716
